image_group_id,image_id,final_bbox
2027848,2027848_1B.jpeg,[]
2027848,2027848_2C.jpeg,[]
2027848,2027848_0A.jpeg,[]
3013999,3013999_2C.jpeg,[]
3013999,3013999_1B.jpeg,[]
3013999,3013999_0A.jpeg,[]
2970443,2970443_0A.jpeg,[]
2970443,2970443_1B.jpeg,[]
2970443,2970443_2C.jpeg,[]
2989466,2989466_0A.jpeg,[]
2989466,2989466_2C.jpeg,[]
2989466,2989466_1B.jpeg,[]
3026418,3026418_0A.jpeg,[]
3026418,3026418_1B.jpeg,"[[0.8997, 0.6459, 0.1033, 0.0821]]"
3026418,3026418_2C.jpeg,"[[0.8982, 0.6474, 0.1064, 0.079]]"
2019608,2019608_1B.jpeg,[]
2019608,2019608_0A.jpeg,[]
2019608,2019608_2C.jpeg,[]
2017753,2017753_0A.jpeg,[]
2017753,2017753_2C.jpeg,[]
2017753,2017753_1B.jpeg,[]
2014310,2014310_0A.jpeg,[]
2014310,2014310_2C.jpeg,[]
2014310,2014310_1B.jpeg,[]
3039859,3039859_1B.jpeg,"[[0.03, 0.9576, 0.05853, 0.08473]]"
3039859,3039859_2C.jpeg,"[[0.0316, 0.9584, 0.0599, 0.08319]]"
3039859,3039859_0A.jpeg,"[[0.0318, 0.9587, 0.05689, 0.08245]]"
3040972,3040972_1B.jpeg,"[[0.3499, 0.9611, 0.5337, 0.07192]]"
3040972,3040972_2C.jpeg,"[[0.3493, 0.9608, 0.5211, 0.07464]]"
3040972,3040972_0A.jpeg,[]
2010025,2010025_0A.jpeg,[]
2010025,2010025_1B.jpeg,[]
2010025,2010025_2C.jpeg,[]
2968938,2968938_2C.jpeg,[]
2968938,2968938_1B.jpeg,[]
2968938,2968938_0A.jpeg,[]
3041575,3041575_2C.jpeg,[]
3041575,3041575_1B.jpeg,[]
3041575,3041575_0A.jpeg,[]
2021226,2021226_0A.jpeg,[]
2021226,2021226_1B.jpeg,[]
2021226,2021226_2C.jpeg,[]
2952333,2952333_2C.jpeg,[]
2952333,2952333_1B.jpeg,[]
2952333,2952333_0A.jpeg,[]
3023332,3023332_0A.jpeg,[]
3023332,3023332_1B.jpeg,[]
3023332,3023332_2C.jpeg,[]
3027703,3027703_0A.jpeg,[]
3027703,3027703_2C.jpeg,[]
3027703,3027703_1B.jpeg,[]
3028789,3028789_1B.jpeg,[]
3028789,3028789_2C.jpeg,[]
3028789,3028789_0A.jpeg,[]
2019859,2019859_0A.jpeg,[]
2019859,2019859_1B.jpeg,[]
2019859,2019859_2C.jpeg,[]
3023897,3023897_2C.jpeg,[]
3023897,3023897_0A.jpeg,[]
3023897,3023897_1B.jpeg,[]
2995023,2995023_2C.jpeg,[]
2995023,2995023_1B.jpeg,[]
2995023,2995023_0A.jpeg,[]
3042516,3042516_1B.jpeg,[]
3042516,3042516_0A.jpeg,[]
3042516,3042516_2C.jpeg,[]
2015310,2015310_0A.jpeg,[]
2015310,2015310_2C.jpeg,[]
2015310,2015310_1B.jpeg,[]
2993947,2993947_0A.jpeg,[]
2993947,2993947_1B.jpeg,[]
2993947,2993947_2C.jpeg,[]
2035571,2035571_2C.jpeg,[]
2035571,2035571_0A.jpeg,[]
2035571,2035571_1B.jpeg,[]
2032882,2032882_1B.jpeg,[]
2032882,2032882_2C.jpeg,[]
2032882,2032882_0A.jpeg,[]
3877395,3877395_1B.jpeg,"[[0.0167, 0.7599, 0.0334, 0.1581]]"
3877395,3877395_0A.jpeg,"[[0.0167, 0.7629, 0.0334, 0.1702]]"
3877395,3877395_2C.jpeg,"[[0.0167, 0.7584, 0.0334, 0.1489]]"
2981160,2981160_2C.jpeg,[]
2981160,2981160_1B.jpeg,[]
2981160,2981160_0A.jpeg,[]
2046082,2046082_1B.jpeg,[]
2046082,2046082_0A.jpeg,[]
2046082,2046082_2C.jpeg,[]
3851197,3851197_0A.jpeg,[]
3851197,3851197_2C.jpeg,[]
3851197,3851197_1B.jpeg,[]
2033028,2033028_2C.jpeg,[]
2033028,2033028_1B.jpeg,[]
2033028,2033028_0A.jpeg,[]
2047126,2047126_2C.jpeg,[]
2047126,2047126_1B.jpeg,[]
2047126,2047126_0A.jpeg,[]
3837963,3837963_0A.jpeg,[]
3837963,3837963_2C.jpeg,[]
3837963,3837963_1B.jpeg,[]
2970658,2970658_2C.jpeg,[]
2970658,2970658_1B.jpeg,[]
2970658,2970658_0A.jpeg,[]
2012459,2012459_0A.jpeg,[]
2012459,2012459_2C.jpeg,[]
2012459,2012459_1B.jpeg,[]
3013803,3013803_0A.jpeg,[]
3013803,3013803_2C.jpeg,[]
3013803,3013803_1B.jpeg,[]
2969908,2969908_0A.jpeg,[]
2969908,2969908_1B.jpeg,[]
2969908,2969908_2C.jpeg,[]
2013641,2013641_1B.jpeg,[]
2013641,2013641_2C.jpeg,[]
2013641,2013641_0A.jpeg,[]
3017151,3017151_1B.jpeg,[]
3017151,3017151_0A.jpeg,[]
3017151,3017151_2C.jpeg,[]
3000474,3000474_2C.jpeg,[]
3000474,3000474_1B.jpeg,[]
3000474,3000474_0A.jpeg,[]
2968227,2968227_0A.jpeg,[]
2968227,2968227_2C.jpeg,[]
2968227,2968227_1B.jpeg,[]
3039452,3039452_0A.jpeg,"[[0.031, 0.943, 0.0589, 0.1079]]"
3039452,3039452_1B.jpeg,[]
3039452,3039452_2C.jpeg,[]
2988049,2988049_1B.jpeg,[]
2988049,2988049_2C.jpeg,[]
2988049,2988049_0A.jpeg,[]
2041655,2041655_0A.jpeg,[]
2041655,2041655_1B.jpeg,[]
2041655,2041655_2C.jpeg,[]
2978332,2978332_2C.jpeg,[]
2978332,2978332_0A.jpeg,[]
2978332,2978332_1B.jpeg,[]
3040236,3040236_0A.jpeg,[]
3040236,3040236_2C.jpeg,[]
3040236,3040236_1B.jpeg,[]
3044146,3044146_2C.jpeg,[]
3044146,3044146_1B.jpeg,[]
3044146,3044146_0A.jpeg,[]
3001165,3001165_2C.jpeg,[]
3001165,3001165_0A.jpeg,[]
3001165,3001165_1B.jpeg,[]
2968166,2968166_2C.jpeg,[]
2968166,2968166_1B.jpeg,[]
2968166,2968166_0A.jpeg,[]
2013275,2013275_1B.jpeg,[]
2013275,2013275_0A.jpeg,[]
2013275,2013275_2C.jpeg,[]
3814723,3814723_2C.jpeg,[]
3814723,3814723_1B.jpeg,[]
3814723,3814723_0A.jpeg,[]
3029075,3029075_0A.jpeg,[]
3029075,3029075_2C.jpeg,[]
3029075,3029075_1B.jpeg,[]
2039621,2039621_1B.jpeg,[]
2039621,2039621_0A.jpeg,[]
2039621,2039621_2C.jpeg,[]
2992187,2992187_0A.jpeg,[]
2992187,2992187_1B.jpeg,[]
2992187,2992187_2C.jpeg,[]
3041978,3041978_0A.jpeg,[]
3041978,3041978_2C.jpeg,[]
3041978,3041978_1B.jpeg,[]
2987268,2987268_0A.jpeg,[]
2987268,2987268_2C.jpeg,[]
2987268,2987268_1B.jpeg,[]
3041719,3041719_2C.jpeg,[]
3041719,3041719_1B.jpeg,[]
3041719,3041719_0A.jpeg,[]
3044861,3044861_0A.jpeg,[]
3044861,3044861_2C.jpeg,[]
3044861,3044861_1B.jpeg,[]
2011578,2011578_0A.jpeg,[]
2011578,2011578_2C.jpeg,[]
2011578,2011578_1B.jpeg,[]
2009625,2009625_2C.jpeg,[]
2009625,2009625_0A.jpeg,[]
2009625,2009625_1B.jpeg,[]
3028275,3028275_2C.jpeg,[]
3028275,3028275_1B.jpeg,[]
3028275,3028275_0A.jpeg,[]
3024187,3024187_2C.jpeg,[]
3024187,3024187_0A.jpeg,"[[0.15, 0.6951, 0.2489, 0.1477]]"
3024187,3024187_1B.jpeg,"[[0.7699, 0.7982, 0.4522, 0.2719]]"
2046088,2046088_0A.jpeg,[]
2046088,2046088_2C.jpeg,[]
2046088,2046088_1B.jpeg,[]
3043747,3043747_0A.jpeg,[]
3043747,3043747_2C.jpeg,[]
3043747,3043747_1B.jpeg,[]
3023517,3023517_0A.jpeg,[]
3023517,3023517_1B.jpeg,[]
3023517,3023517_2C.jpeg,[]
2992511,2992511_0A.jpeg,[]
2992511,2992511_2C.jpeg,[]
2992511,2992511_1B.jpeg,[]
2046714,2046714_0A.jpeg,[]
2046714,2046714_2C.jpeg,[]
2046714,2046714_1B.jpeg,[]
3019459,3019459_2C.jpeg,[]
3019459,3019459_1B.jpeg,[]
3019459,3019459_0A.jpeg,[]
2030855,2030855_2C.jpeg,[]
2030855,2030855_0A.jpeg,[]
2030855,2030855_1B.jpeg,[]
2970384,2970384_2C.jpeg,[]
2970384,2970384_0A.jpeg,[]
2970384,2970384_1B.jpeg,[]
2050269,2050269_2C.jpeg,[]
2050269,2050269_1B.jpeg,[]
2050269,2050269_0A.jpeg,[]
2981055,2981055_1B.jpeg,[]
2981055,2981055_2C.jpeg,[]
2981055,2981055_0A.jpeg,[]
2042734,2042734_0A.jpeg,[]
2042734,2042734_1B.jpeg,[]
2042734,2042734_2C.jpeg,[]
3044839,3044839_2C.jpeg,[]
3044839,3044839_0A.jpeg,[]
3044839,3044839_1B.jpeg,[]
2986960,2986960_0A.jpeg,[]
2986960,2986960_2C.jpeg,[]
2986960,2986960_1B.jpeg,[]
2051431,2051431_0A.jpeg,[]
2051431,2051431_1B.jpeg,[]
2051431,2051431_2C.jpeg,[]
3025879,3025879_0A.jpeg,[]
3025879,3025879_1B.jpeg,[]
3025879,3025879_2C.jpeg,[]
3867201,3867201_1B.jpeg,[]
3867201,3867201_2C.jpeg,[]
3867201,3867201_0A.jpeg,[]
2993507,2993507_2C.jpeg,[]
2993507,2993507_0A.jpeg,[]
2993507,2993507_1B.jpeg,[]
3044791,3044791_1B.jpeg,[]
3044791,3044791_2C.jpeg,[]
3044791,3044791_0A.jpeg,[]
2968430,2968430_2C.jpeg,"[[0.3612, 0.8444, 0.1129, 0.2983]]"
2968430,2968430_1B.jpeg,"[[0.3558, 0.8456, 0.1131, 0.3047]]"
2968430,2968430_0A.jpeg,"[[0.3575, 0.8491, 0.1134, 0.2966]]"
2952479,2952479_2C.jpeg,[]
2952479,2952479_1B.jpeg,[]
2952479,2952479_0A.jpeg,[]
3004659,3004659_2C.jpeg,[]
3004659,3004659_0A.jpeg,[]
3004659,3004659_1B.jpeg,[]
3879392,3879392_1B.jpeg,[]
3879392,3879392_2C.jpeg,[]
3879392,3879392_0A.jpeg,[]
3024884,3024884_1B.jpeg,"[[0.6413, 0.5714, 0.1581, 0.0729], [0.8875, 0.6292, 0.0912, 0.0669]]"
3024884,3024884_0A.jpeg,"[[0.886, 0.6277, 0.0881, 0.0638], [0.6489, 0.5745, 0.1611, 0.0851]]"
3024884,3024884_2C.jpeg,"[[0.1809, 0.6079, 0.076, 0.0547]]"
2989464,2989464_1B.jpeg,[]
2989464,2989464_2C.jpeg,[]
2989464,2989464_0A.jpeg,[]
3028286,3028286_1B.jpeg,[]
3028286,3028286_0A.jpeg,[]
3028286,3028286_2C.jpeg,[]
3039286,3039286_2C.jpeg,"[[0.0314, 0.9465, 0.05625, 0.104]]"
3039286,3039286_0A.jpeg,"[[0.0305, 0.9459, 0.05864, 0.1038]]"
3039286,3039286_1B.jpeg,"[[0.0297, 0.9466, 0.05866, 0.1047]]"
2026381,2026381_0A.jpeg,[]
2026381,2026381_2C.jpeg,[]
2026381,2026381_1B.jpeg,[]
SSWI000000020299471,SSWI000000020299471C.jpg,"[[0.2299, 0.8497, 0.2991, 0.2974]]"
SSWI000000020299471,SSWI000000020299471A.jpg,"[[0.0351, 0.7896, 0.06675, 0.3176], [0.0335, 0.714, 0.06506, 0.1576]]"
SSWI000000020299471,SSWI000000020299471B.jpg,"[[0.1363, 0.8337, 0.2696, 0.3289]]"
SSWI000000019819420,SSWI000000019819420B.jpg,[]
SSWI000000019819420,SSWI000000019819420C.jpg,[]
SSWI000000019819420,SSWI000000019819420A.jpg,[]
SSWI000000020365070,SSWI000000020365070B.jpg,"[[0.1423, 0.784, 0.2811, 0.3711], [0.4458, 0.7656, 0.3375, 0.3703]]"
SSWI000000020365070,SSWI000000020365070A.jpg,"[[0.4449, 0.7551, 0.334, 0.3879], [0.1462, 0.7835, 0.2878, 0.3732]]"
SSWI000000020365070,SSWI000000020365070C.jpg,"[[0.1478, 0.7811, 0.2899, 0.3774], [0.4541, 0.7546, 0.3542, 0.38]]"
SSWI000000019828132,SSWI000000019828132A.jpg,"[[0.3483, 0.8522, 0.5363, 0.2875]]"
SSWI000000019828132,SSWI000000019828132C.jpg,"[[0.2261, 0.8637, 0.4489, 0.2695]]"
SSWI000000019828132,SSWI000000019828132B.jpg,"[[0.1883, 0.8643, 0.3675, 0.2648]]"
SSWI000000020162769,SSWI000000020162769B.jpg,"[[0.5945, 0.6588, 0.4372, 0.2715]]"
SSWI000000020162769,SSWI000000020162769C.jpg,"[[0.5241, 0.675, 0.4242, 0.2992]]"
SSWI000000020162769,SSWI000000020162769A.jpg,"[[0.8599, 0.6764, 0.2797, 0.3028]]"
SSWI000000019888442,SSWI000000019888442A.jpg,"[[0.2128, 0.5091, 0.1945, 0.2219], [0.8055, 0.497, 0.1702, 0.1854], [0.0866, 0.5213, 0.1672, 0.2097]]"
SSWI000000019888442,SSWI000000019888442C.jpg,"[[0.3556, 0.4954, 0.0973, 0.152], [0.8465, 0.4787, 0.2644, 0.2219], [0.2188, 0.5122, 0.1945, 0.2219]]"
SSWI000000019888442,SSWI000000019888442B.jpg,"[[0.3389, 0.4894, 0.1429, 0.1702], [0.8495, 0.4757, 0.2705, 0.228], [0.2036, 0.5122, 0.2128, 0.2219]]"
SSWI000000020153207,SSWI000000020153207C.jpg,"[[0.2128, 0.7538, 0.1398, 0.0973]]"
SSWI000000020153207,SSWI000000020153207A.jpg,"[[0.2416, 0.734, 0.1185, 0.0942]]"
SSWI000000020153207,SSWI000000020153207B.jpg,"[[0.2264, 0.7477, 0.1307, 0.0912]]"
SSWI000000020300643,SSWI000000020300643C.jpg,"[[0.7351, 0.8133, 0.3779, 0.3698]]"
SSWI000000020300643,SSWI000000020300643B.jpg,"[[0.8246, 0.7936, 0.3476, 0.404]]"
SSWI000000020300643,SSWI000000020300643A.jpg,"[[0.9604, 0.6574, 0.07836, 0.1757]]"
SSWI000000020467352,SSWI000000020467352A.jpg,"[[0.8832, 0.6882, 0.2316, 0.1672]]"
SSWI000000020467352,SSWI000000020467352B.jpg,"[[0.711, 0.691, 0.258, 0.1851]]"
SSWI000000020467352,SSWI000000020467352C.jpg,"[[0.6609, 0.6935, 0.2694, 0.1726]]"
SSWI000000020301631,SSWI000000020301631B.jpg,[]
SSWI000000020301631,SSWI000000020301631C.jpg,[]
SSWI000000020301631,SSWI000000020301631A.jpg,[]
SSWI000000020467760,SSWI000000020467760B.jpg,[]
SSWI000000020467760,SSWI000000020467760C.jpg,[]
SSWI000000020467760,SSWI000000020467760A.jpg,[]
SSWI000000020299958,SSWI000000020299958A.jpg,"[[0.122, 0.6241, 0.2409, 0.7439]]"
SSWI000000020299958,SSWI000000020299958B.jpg,"[[0.4606, 0.4901, 0.9212, 0.9791]]"
SSWI000000020299958,SSWI000000020299958C.jpg,"[[0.7582, 0.7384, 0.4833, 0.5215]]"
SSWI000000020491677,SSWI000000020491677C.jpg,"[[0.6413, 0.6565, 0.1155, 0.1581]]"
SSWI000000020491677,SSWI000000020491677B.jpg,[]
SSWI000000020491677,SSWI000000020491677A.jpg,"[[0.3845, 0.6109, 0.1185, 0.1094]]"
SSWI000000020364254,SSWI000000020364254C.jpg,"[[0.4465, 0.7091, 0.1596, 0.1073]]"
SSWI000000020364254,SSWI000000020364254A.jpg,"[[0.9183, 0.708, 0.1601, 0.1293]]"
SSWI000000020364254,SSWI000000020364254B.jpg,"[[0.5078, 0.7169, 0.1738, 0.1124]]"
SSWI000000020080122,SSWI000000020080122B.jpg,"[[0.8419, 0.5897, 0.1216, 0.1216], [0.6353, 0.6489, 0.2006, 0.155]]"
SSWI000000020080122,SSWI000000020080122C.jpg,"[[0.7888, 0.6125, 0.1246, 0.1307], [0.6353, 0.6505, 0.2067, 0.1581]]"
SSWI000000020080122,SSWI000000020080122A.jpg,"[[0.9529, 0.5578, 0.0942, 0.1611], [0.7097, 0.6216, 0.2036, 0.1489]]"
SSWI000000020467575,SSWI000000020467575A.jpg,"[[0.9123, 0.5451, 0.1751, 0.3951]]"
SSWI000000020467575,SSWI000000020467575B.jpg,"[[0.9201, 0.5633, 0.1587, 0.2978]]"
SSWI000000020467575,SSWI000000020467575C.jpg,"[[0.9384, 0.5578, 0.1231, 0.2959]]"
SSWI000000019632734,SSWI000000019632734B.jpg,[]
SSWI000000019632734,SSWI000000019632734A.jpg,[]
SSWI000000019632734,SSWI000000019632734C.jpg,[]
SSWI000000019828154,SSWI000000019828154B.jpg,"[[0.1945, 0.8103, 0.2404, 0.3706]]"
SSWI000000019828154,SSWI000000019828154A.jpg,"[[0.263, 0.7999, 0.2942, 0.3999]]"
SSWI000000019828154,SSWI000000019828154C.jpg,"[[0.2026, 0.7973, 0.242, 0.396]]"
SSWI000000020143548,SSWI000000020143548C.jpg,"[[0.0137, 0.383, 0.0274, 0.2857], [0.6185, 0.2614, 0.0395, 0.0973], [0.655, 0.2644, 0.0578, 0.1277], [0.5198, 0.3055, 0.0912, 0.1915], [0.8708, 0.2629, 0.2523, 0.4711]]"
SSWI000000020143548,SSWI000000020143548B.jpg,"[[0.6413, 0.2584, 0.0426, 0.1155], [0.6246, 0.2599, 0.0456, 0.1064], [0.5502, 0.2979, 0.079, 0.1824], [0.6763, 0.2614, 0.0517, 0.1337], [0.0578, 0.3799, 0.1155, 0.2736], [0.8693, 0.2629, 0.2553, 0.465]]"
SSWI000000020143548,SSWI000000020143548A.jpg,"[[0.6429, 0.2644, 0.0638, 0.152], [0.5988, 0.2903, 0.0608, 0.155], [0.6945, 0.2568, 0.0821, 0.1307], [0.8663, 0.2614, 0.2432, 0.4681], [0.1839, 0.348, 0.2584, 0.2766]]"
SSWI000000020162614,SSWI000000020162614B.jpg,"[[0.2654, 0.6894, 0.5308, 0.5588]]"
SSWI000000020162614,SSWI000000020162614A.jpg,"[[0.129, 0.7026, 0.2579, 0.522]]"
SSWI000000020162614,SSWI000000020162614C.jpg,"[[0.3482, 0.6737, 0.5704, 0.5631]]"
SSWI000000020365789,SSWI000000020365789A.jpg,"[[0.9055, 0.7694, 0.1889, 0.3486]]"
SSWI000000020365789,SSWI000000020365789B.jpg,"[[0.8691, 0.7627, 0.2545, 0.3899]]"
SSWI000000020365789,SSWI000000020365789C.jpg,"[[0.8704, 0.7664, 0.254, 0.3876]]"
SSWI000000020301577,SSWI000000020301577A.jpg,[]
SSWI000000020301577,SSWI000000020301577B.jpg,[]
SSWI000000020301577,SSWI000000020301577C.jpg,[]
SSWI000000020365193,SSWI000000020365193C.jpg,"[[0.6427, 0.8129, 0.4011, 0.3703]]"
SSWI000000020365193,SSWI000000020365193A.jpg,"[[0.6347, 0.8137, 0.3914, 0.3676]]"
SSWI000000020365193,SSWI000000020365193B.jpg,"[[0.6364, 0.8125, 0.3862, 0.3702]]"
SSWI000000020300300,SSWI000000020300300C.jpg,[]
SSWI000000020300300,SSWI000000020300300A.jpg,"[[0.5499, 0.876, 0.3465, 0.2404]]"
SSWI000000020300300,SSWI000000020300300B.jpg,"[[0.8327, 0.9156, 0.331, 0.1642]]"
SSWI000000020301709,SSWI000000020301709B.jpg,"[[0.8769, 0.904, 0.1186, 0.1606]]"
SSWI000000020301709,SSWI000000020301709A.jpg,"[[0.8764, 0.904, 0.1183, 0.1712]]"
SSWI000000020301709,SSWI000000020301709C.jpg,"[[0.8769, 0.9064, 0.1118, 0.1624]]"
SSWI000000020365207,SSWI000000020365207A.jpg,[]
SSWI000000020365207,SSWI000000020365207C.jpg,[]
SSWI000000020365207,SSWI000000020365207B.jpg,[]
SSWI000000019949326,SSWI000000019949326C.jpg,"[[0.1444, 0.6459, 0.2888, 0.2584]]"
SSWI000000019949326,SSWI000000019949326B.jpg,"[[0.1216, 0.6489, 0.2432, 0.2462]]"
SSWI000000019949326,SSWI000000019949326A.jpg,"[[0.0274, 0.5805, 0.0547, 0.2249]]"
SSWI000000020365096,SSWI000000020365096A.jpg,"[[0.4346, 0.7075, 0.1554, 0.1206]]"
SSWI000000020365096,SSWI000000020365096B.jpg,"[[0.5075, 0.7129, 0.1172, 0.1337]]"
SSWI000000020365096,SSWI000000020365096C.jpg,"[[0.5176, 0.7164, 0.1155, 0.1388]]"
SSWI000000020163117,SSWI000000020163117A.jpg,"[[0.6759, 0.741, 0.5301, 0.3334]]"
SSWI000000020163117,SSWI000000020163117C.jpg,"[[0.4086, 0.6829, 0.3888, 0.2259]]"
SSWI000000020163117,SSWI000000020163117B.jpg,"[[0.4259, 0.7359, 0.4525, 0.3259]]"
SSWI000000020162815,SSWI000000020162815C.jpg,"[[0.7675, 0.7067, 0.2097, 0.155]]"
SSWI000000020162815,SSWI000000020162815A.jpg,"[[0.1322, 0.8328, 0.2644, 0.1702]]"
SSWI000000020162815,SSWI000000020162815B.jpg,[]
SSWI000000019682317,SSWI000000019682317B.jpg,"[[0.5475, 0.6502, 0.1704, 0.1593], [0.0952, 0.7488, 0.1127, 0.09033]]"
SSWI000000019682317,SSWI000000019682317C.jpg,"[[0.5397, 0.6586, 0.1489, 0.1237]]"
SSWI000000019682317,SSWI000000019682317A.jpg,"[[0.5594, 0.6488, 0.1666, 0.1465], [0.527, 0.637, 0.2181, 0.1815]]"
SSWI000000020343934,SSWI000000020343934A.jpg,"[[0.6724, 0.5701, 0.2406, 0.2507]]"
SSWI000000020343934,SSWI000000020343934C.jpg,"[[0.3317, 0.4979, 0.1637, 0.1808]]"
SSWI000000020343934,SSWI000000020343934B.jpg,"[[0.448, 0.5262, 0.182, 0.2221]]"
SSWI000000020095368,SSWI000000020095368A.jpg,"[[0.5443, 0.5575, 0.1061, 0.08985]]"
SSWI000000020095368,SSWI000000020095368B.jpg,"[[0.5161, 0.5398, 0.05171, 0.08503]]"
SSWI000000020095368,SSWI000000020095368C.jpg,"[[0.5223, 0.5337, 0.04969, 0.08391]]"
SSWI000000020365030,SSWI000000020365030A.jpg,"[[0.6201, 0.7249, 0.1155, 0.2097]]"
SSWI000000020365030,SSWI000000020365030C.jpg,"[[0.6049, 0.7295, 0.0973, 0.2188]]"
SSWI000000020365030,SSWI000000020365030B.jpg,"[[0.6064, 0.7295, 0.1003, 0.2249]]"
SSWI000000020301133,SSWI000000020301133B.jpg,[]
SSWI000000020301133,SSWI000000020301133A.jpg,"[[0.9542, 0.6545, 0.04072, 0.08696]]"
SSWI000000020301133,SSWI000000020301133C.jpg,[]
SSWI000000020302028,SSWI000000020302028C.jpg,"[[0.2751, 0.7766, 0.076, 0.1003]]"
SSWI000000020302028,SSWI000000020302028A.jpg,"[[0.5608, 0.8404, 0.1672, 0.1064]]"
SSWI000000020302028,SSWI000000020302028B.jpg,"[[0.3313, 0.7979, 0.1155, 0.1003]]"
SSWI000000020481100,SSWI000000020481100C.jpg,"[[0.1732, 0.9025, 0.338, 0.1802]]"
SSWI000000020481100,SSWI000000020481100A.jpg,"[[0.4443, 0.8689, 0.322, 0.2541]]"
SSWI000000020481100,SSWI000000020481100B.jpg,"[[0.2259, 0.8958, 0.4465, 0.2014]]"
SSWI000000020364630,SSWI000000020364630B.jpg,"[[0.6833, 0.7801, 0.3104, 0.3584]]"
SSWI000000020364630,SSWI000000020364630C.jpg,"[[0.6746, 0.7812, 0.332, 0.3552]]"
SSWI000000020364630,SSWI000000020364630A.jpg,"[[0.6776, 0.7778, 0.3273, 0.3519]]"
SSWI000000020398770,SSWI000000020398770C.jpg,[]
SSWI000000020398770,SSWI000000020398770B.jpg,[]
SSWI000000020398770,SSWI000000020398770A.jpg,"[[0.9202, 0.5001, 0.1594, 0.3212]]"
SSWI000000020153088,SSWI000000020153088C.jpg,"[[0.2234, 0.5684, 0.0456, 0.0426]]"
SSWI000000020153088,SSWI000000020153088A.jpg,[]
SSWI000000020153088,SSWI000000020153088B.jpg,"[[0.1672, 0.5578, 0.0851, 0.0517]]"
SSWI000000020163661,SSWI000000020163661A.jpg,"[[0.1824, 0.7705, 0.2188, 0.2644]]"
SSWI000000020163661,SSWI000000020163661B.jpg,"[[0.1839, 0.766, 0.2219, 0.2553]]"
SSWI000000020163661,SSWI000000020163661C.jpg,"[[0.1854, 0.7234, 0.2067, 0.304]]"
SSWI000000020301683,SSWI000000020301683C.jpg,"[[0.9263, 0.7193, 0.1018, 0.06451]]"
SSWI000000020301683,SSWI000000020301683B.jpg,[]
SSWI000000020301683,SSWI000000020301683A.jpg,[]
SSWI000000020366285,SSWI000000020366285B.jpg,"[[0.5927, 0.8815, 0.0729, 0.0912]]"
SSWI000000020366285,SSWI000000020366285A.jpg,[]
SSWI000000020366285,SSWI000000020366285C.jpg,"[[0.4787, 0.8419, 0.0638, 0.0729], [0.4772, 0.8419, 0.0608, 0.0729]]"
SSWI000000020364369,SSWI000000020364369C.jpg,"[[0.5623, 0.7082, 0.152, 0.1581]]"
SSWI000000020364369,SSWI000000020364369B.jpg,"[[0.5456, 0.7052, 0.1793, 0.1581]]"
SSWI000000020364369,SSWI000000020364369A.jpg,"[[0.4043, 0.7082, 0.1581, 0.1398]]"
SSWI000000020396025,SSWI000000020396025C.jpg,"[[0.3526, 0.8018, 0.6288, 0.3832]]"
SSWI000000020396025,SSWI000000020396025B.jpg,"[[0.2337, 0.7999, 0.4632, 0.3892]]"
SSWI000000020396025,SSWI000000020396025A.jpg,"[[0.1611, 0.802, 0.3184, 0.3915]]"
SSWI000000020299129,SSWI000000020299129C.jpg,"[[0.3498, 0.7956, 0.65, 0.4086]]"
SSWI000000020299129,SSWI000000020299129B.jpg,"[[0.2809, 0.7875, 0.5618, 0.4248]]"
SSWI000000020299129,SSWI000000020299129A.jpg,"[[0.0332, 0.6776, 0.06233, 0.1901]]"
SSWI000000020300868,SSWI000000020300868A.jpg,"[[0.0836, 0.9666, 0.155, 0.0669]]"
SSWI000000020300868,SSWI000000020300868C.jpg,"[[0.1337, 0.8009, 0.0729, 0.1003]]"
SSWI000000020300868,SSWI000000020300868B.jpg,"[[0.1307, 0.7994, 0.0729, 0.0973]]"
SSWI000000020301033,SSWI000000020301033A.jpg,"[[0.4771, 0.8119, 0.2811, 0.3725]]"
SSWI000000020301033,SSWI000000020301033B.jpg,"[[0.4803, 0.8208, 0.3076, 0.3555]]"
SSWI000000020301033,SSWI000000020301033C.jpg,"[[0.4587, 0.8264, 0.3493, 0.346]]"
SSWI000000020398034,SSWI000000020398034C.jpg,[]
SSWI000000020398034,SSWI000000020398034B.jpg,[]
SSWI000000020398034,SSWI000000020398034A.jpg,"[[0.6643, 0.7773, 0.4081, 0.3578]]"
SSWI000000019697658,SSWI000000019697658B.jpg,[]
SSWI000000019697658,SSWI000000019697658C.jpg,[]
SSWI000000019697658,SSWI000000019697658A.jpg,"[[0.8485, 0.7116, 0.1504, 0.216]]"
SSWI000000019697687,SSWI000000019697687B.jpg,[]
SSWI000000019697687,SSWI000000019697687C.jpg,[]
SSWI000000019697687,SSWI000000019697687A.jpg,"[[0.899, 0.5978, 0.1006, 0.1801]]"
SSWI000000020162679,SSWI000000020162679A.jpg,"[[0.6854, 0.886, 0.2584, 0.228]]"
SSWI000000020162679,SSWI000000020162679B.jpg,"[[0.6398, 0.883, 0.2827, 0.228]]"
SSWI000000020162679,SSWI000000020162679C.jpg,"[[0.6429, 0.883, 0.2705, 0.228]]"
SSWI000000020297910,SSWI000000020297910B.jpg,"[[0.7306, 0.6314, 0.5384, 0.396]]"
SSWI000000020297910,SSWI000000020297910C.jpg,"[[0.6704, 0.69, 0.5753, 0.4061]]"
