event_id,image_group_id,image_url_1,image_url_2,image_url_3,image_url_1_bbox,image_url_2_bbox,image_url_3_bbox,count,species_name,blank_image,bboxes,event_final_topk_conf,load_date
356,SSWI000000011771145,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011771145A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011771145B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011771145C.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011771145A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011771145B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011771145C.jpg,5,elk,False,"{'A': [['0.12191494764890352,0.349609375,0.09707918717868422,0.20703125', '0.3498756965242983,0.36328125,0.1354758543808772,0.30752841752350873', '0.6221590824764912,0.3908913215242983,0.265625,0.37872868685736844', '0.05814985663695176,0.355646301547807,0.06818181765478071,0.18217331442789467', '0.5323153092868422,0.29225852061912283,0.09232954123824563,0.16122158247649127'], ['0.12191494764890352,0.349609375,0.09707918717868422,0.20703125', '0.3498756965242983,0.36328125,0.1354758543808772,0.30752841752350873', '0.6221590824764912,0.3908913215242983,0.265625,0.37872868685736844', '0.05814985663695176,0.355646301547807,0.06818181765478071,0.18217331442789467', '0.5323153092868422,0.29225852061912283,0.09232954123824563,0.16122158247649127'], ['0.12191494764890352,0.349609375,0.09707918717868422,0.20703125', '0.3498756965242983,0.36328125,0.1354758543808772,0.30752841752350873', '0.6221590824764912,0.3908913215242983,0.265625,0.37872868685736844', '0.05814985663695176,0.355646301547807,0.06818181765478071,0.18217331442789467', '0.5323153092868422,0.29225852061912283,0.09232954123824563,0.16122158247649127'], ['0.12191494764890352,0.349609375,0.09707918717868422,0.20703125', '0.3498756965242983,0.36328125,0.1354758543808772,0.30752841752350873', '0.6221590824764912,0.3908913215242983,0.265625,0.37872868685736844', '0.05814985663695176,0.355646301547807,0.06818181765478071,0.18217331442789467', '0.5323153092868422,0.29225852061912283,0.09232954123824563,0.16122158247649127'], ['0.12191494764890352,0.349609375,0.09707918717868422,0.20703125', '0.3498756965242983,0.36328125,0.1354758543808772,0.30752841752350873', '0.6221590824764912,0.3908913215242983,0.265625,0.37872868685736844', '0.05814985663695176,0.355646301547807,0.06818181765478071,0.18217331442789467', '0.5323153092868422,0.29225852061912283,0.09232954123824563,0.16122158247649127']], 'B': [['0.4676846327390352,0.376154114047807,0.2215908943338597,0.36985085438087717', '0.28302556185736844,0.3540482796434211,0.1409801262852631,0.28480110052508784', '0.08748002472619518,0.35049715592868425,0.08551580492848683,0.1867897706191228', '0.04406738136314694,0.3476562384051755,0.06829278882151317,0.1846591056661403'], ['0.4676846327390352,0.376154114047807,0.2215908943338597,0.36985085438087717', '0.28302556185736844,0.3540482796434211,0.1409801262852631,0.28480110052508784', '0.08748002472619518,0.35049715592868425,0.08551580492848683,0.1867897706191228', '0.04406738136314694,0.3476562384051755,0.06829278882151317,0.1846591056661403'], ['0.4676846327390352,0.376154114047807,0.2215908943338597,0.36985085438087717', '0.28302556185736844,0.3540482796434211,0.1409801262852631,0.28480110052508784', '0.08748002472619518,0.35049715592868425,0.08551580492848683,0.1867897706191228', '0.04406738136314694,0.3476562384051755,0.06829278882151317,0.1846591056661403'], ['0.4676846327390352,0.376154114047807,0.2215908943338597,0.36985085438087717', '0.28302556185736844,0.3540482796434211,0.1409801262852631,0.28480110052508784', '0.08748002472619518,0.35049715592868425,0.08551580492848683,0.1867897706191228', '0.04406738136314694,0.3476562384051755,0.06829278882151317,0.1846591056661403']], 'C': [['0.2652698853095614,0.35156247681035097,0.12286931185736845,0.27414770619122814', '0.44211645619122814,0.37464487371473687,0.19247158247649127,0.359375', '0.06840376433630482,0.34659090592868425,0.10413707570826754,0.19531252318964903'], ['0.2652698853095614,0.35156247681035097,0.12286931185736845,0.27414770619122814', '0.44211645619122814,0.37464487371473687,0.19247158247649127,0.359375', '0.06840376433630482,0.34659090592868425,0.10413707570826754,0.19531252318964903'], ['0.2652698853095614,0.35156247681035097,0.12286931185736845,0.27414770619122814', '0.44211645619122814,0.37464487371473687,0.19247158247649127,0.359375', '0.06840376433630482,0.34659090592868425,0.10413707570826754,0.19531252318964903']]}","{'elk': 0.99, 'foxgray_foxred': 0.001974178788562616, 'opossum': 0.0016284895051891606}",12/03/2021
357,SSWI000000011771175,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011771175A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011771175B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011771175C.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011771175A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011771175B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011771175C.jpg,1,elk,False,"{'A': [['0.49680397938087717,0.37642043557210536,0.2514204587617544,0.36221587114421067']], 'B': [['0.35298294716692985,0.36541191495298253,0.22301135309561407,0.34090908247649127']], 'C': [['0.32199929188087717,0.36026276353644743,0.21537641623824563,0.3348721327390352']]}","{'elk': 0.99, 'foxgray_foxred': 0.00519429372313122, 'raccoon': 0.0019627349684014916}",12/03/2021
358,SSWI000000011771179,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011771179A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011771179B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011771179C.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011771179A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011771179B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011771179C.jpg,3,elk,False,"{'A': [['0.028142754248935038,0.31640622681035097,0.049360793049936964,0.15696020619122816', '0.5621448737147369,0.37721945811912283,0.2272727525705262,0.3833451662382456'], ['0.028142754248935038,0.31640622681035097,0.049360793049936964,0.15696020619122816', '0.5621448737147369,0.37721945811912283,0.2272727525705262,0.3833451662382456']], 'B': [['0.7512428724294737,0.368252826679079,0.34552558504701747,0.4779829239772808', '0.19691050451214914,0.3591086552860527,0.1136363646904386,0.22638493685736844', '0.027377041277552087,0.2958096443338597,0.04805131306401864,0.12215908247649127'], ['0.7512428724294737,0.368252826679079,0.34552558504701747,0.4779829239772808', '0.19691050451214914,0.3591086552860527,0.1136363646904386,0.22638493685736844', '0.027377041277552087,0.2958096443338597,0.04805131306401864,0.12215908247649127'], ['0.7512428724294737,0.368252826679079,0.34552558504701747,0.4779829239772808', '0.19691050451214914,0.3591086552860527,0.1136363646904386,0.22638493685736844', '0.027377041277552087,0.2958096443338597,0.04805131306401864,0.12215908247649127']], 'C': [['0.6171875,0.36789772938087717,0.32244316495298253,0.4154829587617544', '0.13736239030368422,0.3610617802860527,0.09956499001175437,0.19691052190438593', '0.03182705738624179,0.28675424871473687,0.04287996770400769,0.12322441495298252'], ['0.6171875,0.36789772938087717,0.32244316495298253,0.4154829587617544', '0.13736239030368422,0.3610617802860527,0.09956499001175437,0.19691052190438593', '0.03182705738624179,0.28675424871473687,0.04287996770400769,0.12322441495298252'], ['0.6171875,0.36789772938087717,0.32244316495298253,0.4154829587617544', '0.13736239030368422,0.3610617802860527,0.09956499001175437,0.19691052190438593', '0.03182705738624179,0.28675424871473687,0.04287996770400769,0.12322441495298252']]}","{'elk': 0.99, 'opossum': 0.0017567852046340704, 'foxgray_foxred': 0.0015203903118769329}",12/03/2021
359,SSWI000000011771236,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011771236A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011771236B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011771236C.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011771236A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011771236B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011771236C.jpg,1,elk,False,"{'A': ['0.6033,0.4265,0.3607,0.8476'], 'B': ['0.3403,0.498,0.6531,0.9937'], 'C': ['0.3142,0.5,0.6219,1.0']}","{'elk': 0.99, 'foxgray_foxred': 0.0139661505818367, 'bear': 0.012458463509877523}",12/03/2021
360,SSWI000000011771263,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011771263A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011771263B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011771263C.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011771263A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011771263B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011771263C.jpg,2,elk,False,"{'A': [['0.23082384657352528,0.5816761005250879,0.4140624666648795,0.8068181185736845', '0.5330255676547807,0.513671875,0.9339488646904386,0.97265625'], ['0.23082384657352528,0.5816761005250879,0.4140624666648795,0.8068181185736845', '0.5330255676547807,0.513671875,0.9339488646904386,0.97265625']], 'B': [['0.5949928840242983,0.5,0.792968726810351,1.0', '0.2586558843456141,0.40731533247649127,0.25754614369122814,0.4609375'], ['0.5949928840242983,0.5,0.792968726810351,1.0', '0.2586558843456141,0.40731533247649127,0.25754614369122814,0.4609375']], 'C': [['0.9126420412382457,0.49183236105554373,0.1732954123824563,0.9822442676068077', '0.26491476482171056,0.40846945232171056,0.2691761353095614,0.4714133427860527'], ['0.9126420412382457,0.49183236105554373,0.1732954123824563,0.9822442676068077', '0.26491476482171056,0.40846945232171056,0.2691761353095614,0.4714133427860527']]}","{'elk': 0.99, 'bear': 0.16132139911254248, 'foxgray_foxred': 0.05610449239611626}",12/03/2021
361,SSWI000000011771266,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011771266A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011771266B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011771266C.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011771266A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011771266B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011771266C.jpg,0,blank,True,None,"{'elk': 0.99, 'bear': 0.24847122530142468, 'foxgray_foxred': 0.10178467258810997}",12/03/2021
362,SSWI000000011771269,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011771269A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011771269B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011771269C.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011771269A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011771269B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011771269C.jpg,0,blank,True,None,"{'elk': 0.9474609374999999, 'bear': 0.34847373763720196, 'foxgray_foxred': 0.18018248180548352}",12/03/2021
363,SSWI000000011771288,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011771288A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011771288B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011771288C.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011771288A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011771288B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011771288C.jpg,0,blank,True,None,"{'elk': 0.9498046874999999, 'bear': 0.2270534634590149, 'wolf': 0.05452509348591169}",12/03/2021
364,SSWI000000011771292,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011771292A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011771292B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011771292C.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011771292A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011771292B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011771292C.jpg,0,blank,True,None,"{'elk': 0.8671875, 'wolf': 0.11889606714248657, 'cottontail_snowshoehare': 0.09192512681086859}",12/03/2021
365,SSWI000000011771294,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011771294A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011771294B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011771294C.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011771294A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011771294B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011771294C.jpg,0,blank,True,None,"{'elk': 0.9955078128, 'wolf': 0.11526394635438919, 'bear': 0.1120382050673167}",12/03/2021
366,SSWI000000011771302,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011771302A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011771302B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011771302C.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011771302A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011771302B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011771302C.jpg,0,blank,True,None,"{'elk': 0.7473177711168926, 'wolf': 0.0958438403904438, 'deer': 0.016317805275321007}",12/03/2021
367,SSWI000000011771401,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011771401A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011771401B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011771401C.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011771401A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011771401B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011771401C.jpg,3,elk,False,"{'A': [['0.629261353095614,0.3774857796434211,0.1683238762852631,0.22301135309561407', '0.17613636469043858,0.44637783247649127,0.08416193814263155,0.1491477525705262'], ['0.629261353095614,0.3774857796434211,0.1683238762852631,0.22301135309561407', '0.17613636469043858,0.44637783247649127,0.08416193814263155,0.1491477525705262']], 'B': [['0.0302734375,0.42427200966692985,0.060546875,0.26509231057210536', '0.06531870972059418,0.42791191495298253,0.12468926613091698,0.25213066495298253', '0.7407669948589476,0.4321732912382456,0.37926132990596506,0.28622158247649127'], ['0.0302734375,0.42427200966692985,0.060546875,0.26509231057210536', '0.06531870972059418,0.42791191495298253,0.12468926613091698,0.25213066495298253', '0.7407669948589476,0.4321732912382456,0.37926132990596506,0.28622158247649127'], ['0.0302734375,0.42427200966692985,0.060546875,0.26509231057210536', '0.06531870972059418,0.42791191495298253,0.12468926613091698,0.25213066495298253', '0.7407669948589476,0.4321732912382456,0.37926132990596506,0.28622158247649127']], 'C': [['0.7102272706191228,0.44673293557210536,0.3764204587617544,0.2720170412382456', '0.053444598583464925,0.46590908247649127,0.10688919716692985,0.33025566495298253'], ['0.7102272706191228,0.44673293557210536,0.3764204587617544,0.2720170412382456', '0.053444598583464925,0.46590908247649127,0.10688919716692985,0.33025566495298253']]}","{'elk': 0.99, 'deer': 0.6755859375, 'wolf': 0.2422117938597997}",12/03/2021
368,SSWI000000011808173,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011808173A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011808173B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011808173C.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011808173A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011808173B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011808173C.jpg,0,blank,True,None,"{'blank': 0.99, 'coyote': 0.31914787987867993, 'foxgray_foxred': 0.19625046600898108}",12/03/2021
369,SSWI000000011808243,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011808243A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011808243B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011808243C.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011808243A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011808243B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011808243C.jpg,1,foxgray_foxred,False,"{'A': [['0.6747158943338597,0.7544389162382457,0.4005682113322806,0.2056108376175437']], 'B': [], 'C': []}","{'foxgray_foxred': 0.99, 'cottontail_snowshoehare': 0.06833039845029514, 'coyote': 0.06754685193300247}",12/03/2021
370,SSWI000000011896055,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011896055A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011896055B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011896055C.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011896055A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011896055B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011896055C.jpg,1,wolf,False,"{'A': [['0.89453125,0.7329545180485966,0.2109375,0.29261362371473687']], 'B': [], 'C': []}","{'wolf': 0.9808593756, 'coyote': 0.41476880510648095, 'foxgray_foxred': 0.06364251797397932}",12/03/2021
371,SSWI000000011952724,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011952724A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011952724B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011952724C.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011952724A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011952724B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011952724C.jpg,0,blank,True,None,"{'blank': 0.99, 'foxgray_foxred': 0.3640103340148926, 'cottontail_snowshoehare': 0.32163793841997784}",12/03/2021
372,SSWI000000011962425,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011962425A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011962425B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011962425C.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011962425A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011962425B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011962425C.jpg,1,opossum,False,"{'A': [], 'B': [['0.1709872132739035,0.7331321043808772,0.14630682345219295,0.13884946133228057']], 'C': [['0.2265625,0.8309658943338597,0.20561079123824563,0.18039770619122816']]}","{'opossum': 0.8267578128, 'foxgray_foxred': 0.5350114405155182, 'coyote': 0.13483942796786627}",12/03/2021
373,SSWI000000011996328,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011996328A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011996328B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011996328C.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011996328A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011996328B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011996328C.jpg,1,wolf,False,"{'A': ['0.1846,0.595,0.3692,0.4139'], 'B': [], 'C': ['0.5968,0.3705,0.04395,0.02023']}","{'wolf': 0.9041015625, 'coyote': 0.5546048283576965, 'foxgray_foxred': 0.16887344419956207}",12/03/2021
374,SSWI000000011996329,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011996329A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011996329B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000011996329C.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011996329A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011996329B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000011996329C.jpg,1,wolf,False,"{'A': ['0.2604,0.7415,0.5195,0.5059'], 'B': [], 'C': []}","{'wolf': 0.8982421875, 'coyote': 0.4152788470188777, 'foxgray_foxred': 0.08695617939035098}",12/03/2021
375,SSWI000000012002832,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000012002832A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000012002832B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000012002832C.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000012002832A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000012002832B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000012002832C.jpg,1,turkey,False,"{'A': [['0.3203125,0.6470170412382457,0.35440341752350873,0.3267045876175437']], 'B': [], 'C': []}","{'turkey': 0.99, 'foxgray_foxred': 0.09169176841775577, 'wolf': 0.08192367230852446}",12/03/2021
376,SSWI000000012047293,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000012047293A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000012047293B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000012047293C.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000012047293A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000012047293B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000012047293C.jpg,1,foxgray_foxred,False,"{'A': ['0.8337,0.7736,0.2903,0.2062'], 'B': ['0.4286,0.752,0.1698,0.1511'], 'C': ['0.2812,0.7223,0.1272,0.1645']}","{'foxgray_foxred': 0.99, 'coyote': 0.7137591640154521, 'wolf': 0.029798798883954685}",12/03/2021
377,SSWI000000012058896,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000012058896A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000012058896B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000012058896C.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000012058896A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000012058896B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000012058896C.jpg,1,raccoon,False,"{'A': [], 'B': [['0.28870737371473687,0.6267755618573685,0.0816761237147369,0.05894887628526311']], 'C': []}","{'raccoon': 0.4294921872, 'coyote': 0.30006803572177887, 'foxgray_foxred': 0.26027577618757886}",12/03/2021
378,SSWI000000012132250,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000012132250A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000012132250B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000012132250C.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000012132250A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000012132250B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000012132250C.jpg,1,raccoon,False,"{'A': [['0.8735795412382457,0.5028408943338597,0.15340908247649127,0.1214488762852631']], 'B': [['0.8728692886677194,0.46235793557210536,0.11221591752350873,0.07670454123824563']], 'C': [['0.8075283943338597,0.46803977061912283,0.15625004637929807,0.1051136237147369']]}","{'raccoon': 0.9169921872, 'wolf': 0.05982972060640653, 'coyote': 0.028252086291710537}",12/03/2021
379,SSWI000000012141496,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000012141496A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000012141496B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/SSWI000000012141496C.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000012141496A.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000012141496B.jpg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/SSWI000000012141496C.jpg,3,deer,False,"{'A': [['0.6022727061912282,0.5969459974294737,0.36221591752350873,0.23650566495298253', '0.31409799871473687,0.527343726810351,0.0855823737147369,0.22585229380877184', '0.31409799871473687,0.5241477293808772,0.08842329123824563,0.2301136237147369'], ['0.6022727061912282,0.5969459974294737,0.36221591752350873,0.23650566495298253', '0.31409799871473687,0.527343726810351,0.0855823737147369,0.22585229380877184', '0.31409799871473687,0.5241477293808772,0.08842329123824563,0.2301136237147369'], ['0.6022727061912282,0.5969459974294737,0.36221591752350873,0.23650566495298253', '0.31409799871473687,0.527343726810351,0.0855823737147369,0.22585229380877184', '0.31409799871473687,0.5241477293808772,0.08842329123824563,0.2301136237147369']], 'B': [['0.44673294716692985,0.5660511237147369,0.35298293557210536,0.3039772474294738', '0.3300781134051755,0.5284090824764912,0.1743607680485966,0.22372158247649127'], ['0.44673294716692985,0.5660511237147369,0.35298293557210536,0.3039772474294738', '0.3300781134051755,0.5284090824764912,0.1743607680485966,0.22372158247649127']], 'C': [['0.46626419716692985,0.5688920412382457,0.2862216056661403,0.30681816495298253', '0.31640622681035097,0.5184658943338597,0.1754261237147369,0.2386363762852631'], ['0.46626419716692985,0.5688920412382457,0.2862216056661403,0.30681816495298253', '0.31640622681035097,0.5184658943338597,0.1754261237147369,0.2386363762852631']]}","{'deer': 0.8876953125, 'wolf': 0.8384765625, 'coyote': 0.28770861526330316}",12/03/2021
