CLASS_SPECIES,CLASS_KEY,KEY_COUNT,KEY_TEXT,TRIGGER_ID,CAMERA_SEQ_NO,TRIGGER_DATETIME
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000011724742,48306,10-Feb-19
Raccoon,RACCOON_AMT,1,NA,SSWI000000020364327,57185,30-Oct-19
"Grouse, Ruffed",GROUSE_AMT,2,NA,SSWI000000012545466,32184,4-Apr-19
Fisher,FISHER_AMT,1,NA,SSWI000000011748542,39946,19-Feb-19
Elk,ELK_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000015519920,63902,28-Oct-19
Elk,ELK_ADULT_UNKNOWN_AMT,1,NA,SSWI000000015519808,63902,4-Oct-19
Deer,DEER_ADULT_UNKNOWN_AMT,2,NA,SSWI000000020364292,57185,14-Oct-19
Deer,DEER_ADULT_ANTLERLESS_AMT,3,NA,SSWI000000019159445,43104,16-Jan-20
Deer,DEER_ADULT_ANTLERLESS_AMT,2,NA,SSWI000000020364999,57185,9-Jan-20
Mink,MINK_AMT,1,NA,SSWI000000006766575,31915,13-Sep-17
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000006378922,74,7-Jul-17
Coyote,COYOTE_AMT,1,NA,SSWI000000017454946,50643,7-Jun-20
Elk,ELK_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000019122468,63902,17-Sep-20
Deer,DEER_ADULT_ANTLERED_AMT,1,NA,SSWI000000018607539,63321,19-Aug-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020365376,57185,23-Jan-20
Deer,DEER_ADULT_ANTLERED_AMT,1,NA,SSWI000000020364430,57185,29-Nov-19
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020365669,57185,20-Mar-20
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020365928,57185,15-Apr-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000017274580,33013,22-Feb-20
Deer,DEER_ADULT_ANTLERED_AMT,1,NA,SSWI000000020364358,57185,7-Nov-19
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000019953125,65144,28-Sep-20
Fisher,FISHER_AMT,1,NA,SSWI000000007377077,23410,29-Sep-17
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000012394300,7112,5-Dec-18
Otter,OTTER_AMT,1,NA,SSWI000000022357995,57342,21-Jun-21
Otter,OTTER_AMT,1,NA,SSWI000000019256185,50546,24-Apr-20
Deer,DEER_ADULT_UNKNOWN_AMT,2,NA,SSWI000000020364783,57185,14-Dec-19
Fisher,FISHER_AMT,2,NA,SSWI000000012543669,54281,30-Mar-19
Otter,OTTER_AMT,2,NA,SSWI000000020496067,82247,22-Oct-20
Weasel,WEASEL_AMT,1,NA,SSWI000000019465101,29329,25-Aug-20
Deer,DEER_ADULT_ANTLERED_AMT,1,NA,SSWI000000019160109,43104,18-Jun-20
"Fox, Red",FOXRED_AMT,1,NA,SSWI000000017365340,46138,19-May-20
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000019159310,43104,17-Nov-19
Coyote,COYOTE_AMT,1,NA,SSWI000000020365422,57185,31-Jan-20
Deer,DEER_ADULT_ANTLERLESS_AMT,2,NA,SSWI000000020364786,57185,14-Dec-19
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000018771043,63902,18-Aug-20
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000018770959,63902,14-Aug-20
Fisher,FISHER_AMT,1,NA,SSWI000000010734880,47758,27-Sep-18
Elk,ELK_ADULT_UNKNOWN_AMT,2,NA,SSWI000000018771018,63902,18-Aug-20
Elk,ELK_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000018771018,63902,18-Aug-20
Fisher,FISHER_AMT,1,NA,SSWI000000016847752,34648,16-Dec-19
Elk,ELK_ADULT_UNKNOWN_AMT,2,NA,SSWI000000019122539,63902,22-Sep-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020365939,57185,15-Apr-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000006330313,33090,30-Jul-17
Raccoon,RACCOON_AMT,1,NA,SSWI000000012853074,51814,16-May-19
Wolf,WOLF_AMT,1,NA,SSWI000000020611981,60041,24-Oct-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000015424386,50150,6-Oct-19
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020366016,57185,22-Apr-20
Wolf,WOLF_AMT,1,NA,SSWI000000016133898,46909,10-Jan-20
Wolf,WOLF_AMT,1,NA,SSWI000000011646575,54977,9-Feb-19
Elk,ELK_ADULT_UNKNOWN_AMT,6,NA,SSWI000000018770911,63902,11-Aug-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000021114038,43849,25-Feb-21
Wolf,WOLF_AMT,1,NA,SSWI000000022280423,32443,22-Jun-21
Wolf,WOLF_AMT,1,NA,SSWI000000010651692,45423,18-Oct-18
Elk,ELK_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000010724136,37111,29-Sep-18
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000016585831,48363,29-Dec-19
Fisher,FISHER_AMT,1,NA,SSWI000000012276357,48367,5-Jan-19
Fisher,FISHER_AMT,1,NA,SSWI000000008391618,33084,14-Mar-18
Fisher,FISHER_AMT,1,NA,SSWI000000012543628,54281,24-Mar-19
Deer,DEER_ADULT_ANTLERED_AMT,2,NA,SSWI000000020364809,57185,14-Dec-19
Fisher,FISHER_AMT,1,NA,SSWI000000016374670,72082,26-Dec-19
Wolf,WOLF_AMT,1,NA,SSWI000000016300844,54977,10-Jan-20
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000019158901,43104,30-Jun-19
Fisher,FISHER_AMT,1,NA,SSWI000000012439514,39945,1-Nov-18
Porcupine,PORCUPINE_AMT,1,NA,SSWI000000015588699,33548,20-Sep-19
Deer,DEER_ADULT_ANTLERED_AMT,1,NA,SSWI000000020365042,57185,12-Jan-20
Opossum,OPOSSUM_AMT,1,NA,SSWI000000015523999,50963,4-Nov-19
Wolf,WOLF_AMT,1,NA,SSWI000000022327688,82271,20-May-21
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000020565889,72080,12-Nov-20
Wolf,WOLF_AMT,1,NA,SSWI000000017750068,69947,9-May-20
Wolf,WOLF_AMT,1,NA,SSWI000000016881980,54081,9-Apr-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016419930,50241,6-Feb-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000019045187,33013,2-Sep-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000019849268,73672,4-Nov-20
Otter,OTTER_AMT,1,NA,SSWI000000017053927,66135,3-Apr-20
Fisher,FISHER_AMT,1,NA,SSWI000000017277598,63251,6-May-20
Deer,DEER_FAWN_AMT,1,NA,SSWI000000020366240,57185,10-Jun-20
Otter,OTTER_AMT,2,NA,SSWI000000023334669,84220,30-Jul-21
Otter,OTTER_AMT,1,NA,SSWI000000021825270,82844,1-Jun-21
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020365470,57185,9-Feb-20
Deer,DEER_FAWN_AMT,1,NA,SSWI000000020366241,57185,10-Jun-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020365024,57185,11-Jan-20
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020364621,57185,11-Dec-19
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000016744153,46899,6-Feb-20
Deer,DEER_ADULT_ANTLERED_AMT,1,NA,SSWI000000018607279,63321,6-Aug-20
Wolf,WOLF_AMT,1,NA,SSWI000000021941018,84219,4-Apr-21
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000008715699,7215,3-May-18
Squirrels and Chipmunks,SQUIRREL_AMT,1,NA,SSWI000000023136445,60112,23-Jul-21
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000018771075,63902,22-Aug-20
Fisher,FISHER_AMT,1,NA,SSWI000000012439578,39945,25-Nov-18
Deer,DEER_ADULT_UNKNOWN_AMT,2,NA,SSWI000000020365602,57185,12-Mar-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020365604,57185,12-Mar-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000017166695,46123,5-May-20
Wolf,WOLF_AMT,1,NA,SSWI000000019116940,55611,17-Aug-20
Elk,ELK_ADULT_ANTLERED_AMT,3,NA,SSWI000000019122490,63902,18-Sep-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020365193,57185,24-Dec-19
Wolf,WOLF_AMT,1,NA,SSWI000000021107753,46156,19-Feb-21
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000015074982,64463,14-Jul-19
Squirrels and Chipmunks,SQUIRREL_AMT,1,NA,SSWI000000017591256,20689,24-Apr-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000016791642,51122,1-Feb-20
Deer,DEER_ADULT_ANTLERED_AMT,1,NA,SSWI000000020364365,57185,7-Nov-19
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000019046036,81364,8-Sep-20
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020365207,57185,25-Dec-19
Deer,DEER_ADULT_ANTLERLESS_AMT,2,NA,SSWI000000020364785,57185,14-Dec-19
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000017590909,20689,11-Apr-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020366352,57185,6-Jul-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020365323,57185,19-Jan-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000007066473,28216,4-Aug-17
Fisher,FISHER_AMT,1,NA,SSWI000000015607201,54052,4-Nov-19
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020365142,57185,20-Dec-19
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020365022,57185,11-Jan-20
Wolf,WOLF_AMT,1,NA,SSWI000000016300846,54977,10-Jan-20
Deer,DEER_ADULT_ANTLERED_AMT,1,NA,SSWI000000020364449,57185,1-Dec-19
Deer,DEER_ADULT_ANTLERED_AMT,2,NA,SSWI000000020364721,57185,13-Dec-19
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020365039,57185,12-Jan-20
Wolf,WOLF_AMT,1,NA,SSWI000000008831778,32122,8-Apr-18
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000019122222,63902,28-Aug-20
Elk,ELK_ADULT_UNKNOWN_AMT,1,NA,SSWI000000015519356,63902,3-Oct-19
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000015074865,64463,2-Jul-19
Deer,DEER_FAWN_AMT,1,NA,SSWI000000019307870,7206,20-Sep-20
Deer,DEER_ADULT_ANTLERED_AMT,1,NA,SSWI000000015074980,64463,14-Jul-19
Fisher,FISHER_AMT,1,NA,SSWI000000015588521,49397,29-Oct-19
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020364474,57185,4-Dec-19
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000015731953,52577,23-Nov-19
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020364263,57185,4-Oct-19
Snowshoe Hare,SNOWSHOEHARE_AMT,1,NA,SSWI000000019306590,7206,6-Apr-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000019159239,43104,4-Nov-19
Deer,DEER_ADULT_ANTLERED_AMT,1,NA,SSWI000000020364684,57185,13-Dec-19
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000019122360,63902,8-Sep-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000015075015,64463,17-Jul-19
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020365661,57185,20-Mar-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020366233,57185,10-Jun-20
Deer,DEER_ADULT_ANTLERED_AMT,1,NA,SSWI000000020365153,57185,21-Dec-19
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000019100297,58343,3-Sep-20
Deer,DEER_ADULT_ANTLERED_AMT,1,NA,SSWI000000020364364,57185,7-Nov-19
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020365736,57185,23-Mar-20
Squirrels and Chipmunks,SQUIRREL_AMT,1,NA,SSWI000000015017263,55594,12-Sep-19
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000009554165,44346,14-May-18
Deer,DEER_ADULT_UNKNOWN_AMT,2,NA,SSWI000000020364927,57185,2-Jan-20
Squirrels and Chipmunks,SQUIRREL_AMT,1,NA,SSWI000000020365460,57185,6-Feb-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000020496628,82247,3-Dec-20
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000019122310,63902,4-Sep-20
Wolf,WOLF_AMT,1,NA,SSWI000000009491534,38803,23-Jun-18
Elk,ELK_ADULT_UNKNOWN_AMT,1,NA,SSWI000000019122252,63902,31-Aug-20
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000018771073,63902,22-Aug-20
Elk,ELK_ADULT_UNKNOWN_AMT,1,NA,SSWI000000018771092,63902,25-Aug-20
Otter,OTTER_YOUNG_PRESENT,NA,Y,SSWI000000022117221,91453,23-Jun-21
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000008260567,26691,11-Mar-18
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000019122233,63902,28-Aug-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020364742,57185,14-Dec-19
Deer,DEER_ADULT_ANTLERLESS_AMT,2,NA,SSWI000000020364949,57185,5-Jan-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020365818,57185,2-Apr-20
"Skunk, Striped",SKUNKSTRIPED_AMT,2,NA,SSWI000000019886697,33013,30-Oct-20
Elk,ELK_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000019122257,63902,31-Aug-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020365963,57185,21-Apr-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000015074880,64463,4-Jul-19
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000015074862,64463,2-Jul-19
Deer,DEER_ADULT_ANTLERED_AMT,1,NA,SSWI000000020364273,57185,5-Oct-19
Deer,DEER_ADULT_ANTLERED_AMT,1,NA,SSWI000000020364791,57185,14-Dec-19
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000022645726,81720,12-May-21
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000015074863,64463,2-Jul-19
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000018770927,63902,12-Aug-20
Elk,ELK_ADULT_ANTLERED_AMT,2,NA,SSWI000000018770927,63902,12-Aug-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000007864054,28855,25-Feb-18
Squirrels and Chipmunks,SQUIRREL_AMT,1,NA,SSWI000000017591686,20689,9-May-20
Fisher,FISHER_AMT,1,NA,SSWI000000017090461,72070,7-Apr-20
Fisher,FISHER_AMT,1,NA,SSWI000000011687175,53515,12-Jan-19
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020365379,57185,24-Jan-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020366401,57185,19-Jul-20
Deer,DEER_FAWN_AMT,1,NA,SSWI000000020366401,57185,19-Jul-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020365935,57185,15-Apr-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020365921,57185,14-Apr-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020365858,57185,5-Apr-20
Coyote,COYOTE_AMT,1,NA,SSWI000000020506893,84891,9-Dec-20
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020364803,57185,14-Dec-19
Elk,ELK_ADULT_UNKNOWN_AMT,1,NA,SSWI000000019122359,63902,8-Sep-20
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020365941,57185,15-Apr-20
Deer,DEER_ADULT_ANTLERED_AMT,1,NA,SSWI000000020364815,57185,15-Dec-19
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000015588694,33548,19-Sep-19
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000018625694,32184,12-May-20
Deer,DEER_FAWN_AMT,1,NA,SSWI000000018804478,65813,17-Aug-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000009781005,34601,10-Aug-18
Wolf,WOLF_AMT,2,NA,SSWI000000011646577,54977,9-Feb-19
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020365780,57185,28-Mar-20
Wolf,WOLF_AMT,1,NA,SSWI000000010392246,33007,10-Sep-18
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020364290,57185,14-Oct-19
Wolf,WOLF_AMT,2,NA,SSWI000000021107896,46156,7-Dec-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000016789392,42956,22-Mar-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020365177,57185,22-Dec-19
Wolf,WOLF_AMT,1,NA,SSWI000000015588491,49397,22-Oct-19
Deer,DEER_FAWN_AMT,1,NA,SSWI000000020366392,57185,15-Jul-20
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000019122545,63902,23-Sep-20
Deer,DEER_ADULT_ANTLERED_AMT,1,NA,SSWI000000020365385,57185,25-Jan-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000008846571,33548,18-May-18
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020364938,57185,4-Jan-20
Fisher,FISHER_AMT,1,NA,SSWI000000011279446,46944,27-Sep-18
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020365727,57185,22-Mar-20
Fisher,FISHER_AMT,1,NA,SSWI000000019720269,45855,24-Oct-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020366020,57185,23-Apr-20
Wolf,WOLF_AMT,1,NA,SSWI000000011646518,54977,17-Jan-19
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000013307038,46186,12-May-19
Elk,ELK_ADULT_ANTLERLESS_AMT,3,NA,SSWI000000015519926,63902,28-Oct-19
Elk,ELK_ADULT_ANTLERED_AMT,1,NA,SSWI000000018771088,63902,25-Aug-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020365945,57185,16-Apr-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000018483855,69963,11-Aug-20
Elk,ELK_ADULT_UNKNOWN_AMT,1,NA,SSWI000000018771095,63902,25-Aug-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016918852,65829,6-Apr-20
Mink,MINK_AMT,1,NA,SSWI000000016009677,64457,5-Nov-19
Elk,ELK_ADULT_UNKNOWN_AMT,1,NA,SSWI000000019122220,63902,28-Aug-20
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000018771089,63902,25-Aug-20
Fisher,FISHER_AMT,1,NA,SSWI000000007857945,9,31-Jan-18
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000010724138,37111,29-Sep-18
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000012372559,45716,11-Mar-19
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016969628,39022,19-Mar-20
Deer,DEER_ADULT_ANTLERED_AMT,1,NA,SSWI000000020364703,57185,13-Dec-19
Wolf,WOLF_COLLAR_PRESENT,NA,Y,SSWI000000021392803,55614,18-Mar-21
Deer,DEER_ADULT_ANTLERED_AMT,1,NA,SSWI000000019158894,43104,26-Jun-19
Fisher,FISHER_AMT,1,NA,SSWI000000021357197,72082,28-Feb-21
Fisher,FISHER_AMT,1,NA,SSWI000000016618167,49200,8-Feb-20
Otter,OTTER_AMT,3,NA,SSWI000000017959551,55611,22-Apr-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020365841,57185,3-Apr-20
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020365764,57185,25-Mar-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000020535850,33022,18-Nov-20
Fisher,FISHER_AMT,1,NA,SSWI000000017153876,54297,9-Apr-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000008450085,43492,3-Apr-18
Raccoon,RACCOON_AMT,1,NA,SSWI000000020366009,57185,22-Apr-20
Deer,DEER_ADULT_ANTLERED_AMT,1,NA,SSWI000000015074955,64463,11-Jul-19
Snowshoe Hare,SNOWSHOEHARE_AMT,1,NA,SSWI000000019306588,7206,6-Apr-20
Elk,ELK_ADULT_UNKNOWN_AMT,1,NA,SSWI000000019122253,63902,31-Aug-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000017115386,43493,5-May-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016812645,30741,5-Mar-20
Otter,OTTER_AMT,1,NA,SSWI000000021889300,67044,28-Apr-21
Elk,ELK_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020671397,85029,27-Dec-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020365897,57185,10-Apr-20
Fisher,FISHER_AMT,1,NA,SSWI000000011933505,39027,15-Jan-19
Wolf,WOLF_AMT,1,NA,SSWI000000023346549,61758,13-Sep-21
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020365523,57185,23-Feb-20
Elk,ELK_ADULT_UNKNOWN_AMT,1,NA,SSWI000000015519810,63902,4-Oct-19
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020365815,57185,2-Apr-20
Elk,ELK_ADULT_ANTLERED_AMT,1,NA,SSWI000000018771091,63902,25-Aug-20
Elk,ELK_ADULT_UNKNOWN_AMT,1,NA,SSWI000000018771049,63902,20-Aug-20
Wolf,WOLF_AMT,1,NA,SSWI000000023024709,64451,7-Aug-21
Wolf,WOLF_AMT,1,NA,SSWI000000017592523,63271,29-May-20
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000018771064,63902,21-Aug-20
Deer,DEER_ADULT_ANTLERED_AMT,1,NA,SSWI000000020364838,57185,16-Dec-19
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020365203,57185,24-Dec-19
Fisher,FISHER_AMT,1,NA,SSWI000000011748558,39946,25-Feb-19
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020364234,57185,26-Sep-19
Mink,MINK_AMT,1,NA,SSWI000000019466819,54091,18-Sep-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020366093,57185,2-May-20
Wolf,WOLF_AMT,1,NA,SSWI000000010984491,44337,11-Oct-18
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020365752,57185,24-Mar-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000007363779,28863,30-Nov-17
Fisher,FISHER_AMT,1,NA,SSWI000000007236273,33086,11-Nov-17
"Grouse, Ruffed",GROUSE_AMT,2,NA,SSWI000000008343518,33548,30-Apr-18
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020364784,57185,14-Dec-19
Deer,DEER_ADULT_ANTLERLESS_AMT,2,NA,SSWI000000020364784,57185,14-Dec-19
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000008343462,33548,12-Apr-18
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000010708677,46123,24-Sep-18
Mink,MINK_AMT,1,NA,SSWI000000017573110,29489,6-Apr-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000011794650,32193,15-Dec-18
Mink,MINK_AMT,1,NA,SSWI000000015692934,48883,19-Oct-19
Porcupine,PORCUPINE_AMT,1,NA,SSWI000000009231479,106,11-Jun-18
Elk,ELK_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000018770978,63902,15-Aug-20
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000019159311,43104,17-Nov-19
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020364207,57185,14-Sep-19
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020364559,57185,6-Dec-19
Deer,DEER_FAWN_AMT,1,NA,SSWI000000019196615,39035,2-Aug-20
Wolf,WOLF_AMT,1,NA,SSWI000000022272546,46974,23-May-21
Deer,DEER_FAWN_AMT,1,NA,SSWI000000019196548,39035,23-Jul-20
Deer,DEER_ADULT_ANTLERED_AMT,2,NA,SSWI000000020364470,57185,4-Dec-19
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020365739,57185,23-Mar-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020365349,57185,21-Jan-20
Deer,DEER_ADULT_UNKNOWN_AMT,2,NA,SSWI000000020365586,57185,8-Mar-20
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020364568,57185,7-Dec-19
Elk,ELK_ADULT_UNKNOWN_AMT,1,NA,SSWI000000019122441,63902,13-Sep-20
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000010724189,37111,3-Oct-18
Elk,ELK_ADULT_UNKNOWN_AMT,1,NA,SSWI000000019122394,63902,10-Sep-20
"Grouse, Ruffed",GROUSE_AMT,2,NA,SSWI000000008846569,33548,17-May-18
Deer,DEER_ADULT_ANTLERED_AMT,2,NA,SSWI000000015074869,64463,3-Jul-19
Wolf,WOLF_AMT,1,NA,SSWI000000008535109,33109,4-Apr-18
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020364643,57185,11-Dec-19
Fisher,FISHER_AMT,1,NA,SSWI000000011218354,43520,4-Oct-18
Squirrels and Chipmunks,SQUIRREL_AMT,1,NA,SSWI000000020365174,57185,22-Dec-19
Elk,ELK_ADULT_UNKNOWN_AMT,1,NA,SSWI000000019122476,63902,17-Sep-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000020063686,48657,21-Apr-20
Deer,DEER_ADULT_ANTLERED_AMT,1,NA,SSWI000000015074858,64463,2-Jul-19
Wolf,WOLF_AMT,1,NA,SSWI000000013668128,43689,1-Jul-19
Elk,ELK_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000018201874,67194,26-May-20
Elk,ELK_ADULT_ANTLERED_AMT,1,NA,SSWI000000018771042,63902,18-Aug-20
Wolf,WOLF_AMT,1,NA,SSWI000000017592486,63271,19-May-20
Raccoon,RACCOON_AMT,2,NA,SSWI000000006683493,32554,22-May-17
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000021548882,82840,13-May-21
Mink,MINK_AMT,1,NA,SSWI000000020373895,33112,8-Dec-20
Fisher,FISHER_AMT,1,NA,SSWI000000016551925,56131,11-Feb-20
