Model_Output_ID,model_id,image_group_id,image_id_1,image_id_2,image_id_3,image_id_1_species_name,image_id_2_species_name,image_id_3_species_name,image_id_1_conf,image_id_2_conf,image_id_3_conf,image_id_1_bbox,image_id_2_bbox,image_id_3_bbox,image_id_1_count,image_id_2_count,image_id_3_count,image_id_1_blank,image_id_2_blank,image_id_3_blank,image_id_1_detectable,image_id_2_detectable,image_id_3_detectable,load_date
881,1,SSWI000000018519293,A,B,C,animal,animal,animal,0.86474609375,0.8818359375,0.9013671875,"0.8396661868573685,0.8378906018103509,0.32066762628526313,0.2716619613322806","0.7150212667633334,0.7388138930485966,0.32705962114421067,0.26100854380877186","0.6949573505250879,0.7228337899529825,0.2947442886677194,0.27308242009403494",1,1,1,False,False,False,False,False,False,12/05/2021
882,1,SSWI000000018519311,A,B,C,animal,animal,animal,0.86767578125,0.87548828125,0.88134765625,"0.3952414677860527,0.609375,0.23011364690438593,0.1875","0.5163352061912282,0.6390269549059651,0.34588066495298253,0.17791191495298253","0.517400550262544,0.640624976810351,0.32883522938087717,0.18181821133228057",1,1,1,False,False,False,False,False,False,12/05/2021
883,1,SSWI000000018519331,A,B,C,animal,animal,animal,0.89111328125,0.88623046875,0.87890625,"0.5063032480721054,0.6292613299059651,0.3325639162382456,0.1875","0.34241831701214914,0.6649502693338597,0.3222656134051755,0.1814630386677194","0.34321731057210536,0.6674360605721054,0.2837357912382456,0.17080962114421067",1,1,1,False,False,False,False,False,False,12/05/2021
884,1,SSWI000000018519334,A,B,C,animal,animal,animal,0.9013671875,0.89111328125,0.8857421875,"0.6880326430485966,0.7150213131426315,0.3455255386677194,0.22194604380877184","0.701171875,0.7111150631426315,0.36328125,0.21413354380877184","0.7033025167633334,0.7120028324764912,0.36612212114421067,0.21235800514105244",1,1,1,False,False,False,False,False,False,12/05/2021
885,1,SSWI000000018519335,A,B,C,animal,animal,animal,0.8818359375,0.86767578125,0.86962890625,"0.7670454123824563,0.7052556649529825,0.21732949485894756,0.234375","0.7700638930485966,0.6967329355721054,0.19140620362070193,0.24147729380877184","0.7713068118573685,0.6992187036207019,0.2073863762852631,0.2436079123824563",1,1,1,False,False,False,False,False,False,12/05/2021
886,1,SSWI000000018519337,A,B,C,animal,animal,animal,0.88037109375,0.87646484375,0.81201171875,"0.1911843018691228,0.7192826430485966,0.2646484375,0.23188920876175437","0.44460227061912283,0.7514204355721054,0.3970170412382456,0.21590912885578933","0.5507812384051755,0.7381036868573685,0.40553977061912283,0.18572446133228057",1,1,1,False,False,False,False,False,False,12/05/2021
887,1,SSWI000000018519338,A,B,C,animal,animal,animal,0.8603515625,0.8583984375,0.88330078125,"0.6202059574764912,0.7331320811912282,0.3647017551410524,0.2084516623824563","0.6203834974294737,0.7350852061912282,0.36008515981193007,0.2045454123824563","0.5949928956191228,0.7357954123824563,0.33558237371473687,0.20170449485894756",1,1,1,False,False,False,False,False,False,12/05/2021
888,1,SSWI000000018545168,A,B,C,animal,animal,animal,0.791015625,0.81103515625,0.80078125,"0.5522016855721054,0.380060364047807,0.056818211332280585,0.1049361069514034","0.5575283943338597,0.3824573621199124,0.06960229380877185,0.11363635309561408","0.5522016855721054,0.38032669716692985,0.05894887628526311,0.10582385309561408",1,1,1,False,False,False,False,False,False,12/05/2021
889,1,SSWI000000018549747,A,B,C,"animal,animal","animal,animal,animal","animal,animal","0.9072265625,0.6650390625","0.261474609375,0.89306640625,0.66943359375","0.78759765625,0.8076171875","0.2510653353751974,0.4791370496199124,0.3671874942025877,0.44087356057210536;0.03136097116673246,0.5426136237147369,0.06272194233346493,0.17542617009403497","0.2707741340242983,0.5031959974294737,0.06711647938087718,0.1328125;0.6079545064537721,0.5552201546434211,0.566761306716316,0.43501418557210536;0.09563654027086624,0.539062476810351,0.15957919007739035,0.2634942886677194","0.7084517087617543,0.5620560805485966,0.5788352525705263,0.48242182862070193;0.0901988603423794,0.5610795412382457,0.17276277802997808,0.30681816495298253",2,3,2,False,False,False,False,False,False,12/05/2021
890,1,SSWI000000018585413,A,B,C,"animal,animal,animal","animal,animal,animal","animal,animal,animal","0.8447265625,0.6982421875,0.82763671875","0.7060546875,0.85693359375,0.8369140625","0.82958984375,0.85791015625,0.74072265625","0.9211647474294737,0.6264204587617543,0.15767050514105244,0.38778408247649127;0.06205610373824563,0.6622869149529825,0.12411220747649127,0.5078125;0.5813210206191228,0.5201526630250879,0.16264204123824563,0.5449218286207019","0.06187855219043859,0.66796875,0.12375710438087718,0.5191761700940349;0.9204544948589476,0.6278408943338597,0.15625,0.3693182113322806;0.578480103095614,0.522816040595614,0.15553979380877184,0.5466974136677194","0.5759942886677194,0.5226385006426315,0.1633522474294738,0.5442116688087718;0.9204544948589476,0.6267755618573685,0.15625,0.37571020619122814;0.06427556765478071,0.6216263930485966,0.12855113530956142,0.4158380386677194",3,3,3,False,False,False,False,False,False,12/05/2021
891,1,SSWI000000018595990,A,B,C,animal,animal,,0.8837890625,0.60888671875,,"0.35014202384600884,0.6981533711442107,0.3473011121199124,0.5539772474294737","0.34295097745298253,0.4048295296434211,0.09605820490596505,0.12713068814263156",,1,1,0,False,False,True,False,False,False,12/05/2021
892,1,SSWI000000018596031,A,B,C,animal,animal,animal,0.80859375,0.74072265625,0.8662109375,"0.1513227888108387,0.8133877693338597,0.3017577935225333,0.3732244613322806","0.19673295876175437,0.8039772474294737,0.39346591752350873,0.390625","0.1552290440873897,0.805042603095614,0.30886007677820315,0.38991479380877186",1,1,1,False,False,False,False,False,False,12/05/2021
893,1,SSWI000000018596730,A,B,C,"animal,animal","animal,animal,animal","animal,animal","0.82958984375,0.77734375","0.8330078125,0.8564453125,0.2626953125","0.84033203125,0.80078125","0.6502130386677194,0.6924715592868422,0.1171875,0.17471587114421067;0.36541191495298253,0.6578479755250879,0.12713066495298253,0.30078120362070193","0.3667436037382456,0.6647726830015791,0.1315696275705262,0.29261362371473687;0.644531226810351,0.6867897706191228,0.11860795876175437,0.1832386237147369;0.37961647938087717,0.48259943814263156,0.1214488762852631,0.14701704123824563","0.6455965592868422,0.691761353095614,0.11576704123824563,0.1747159639028068;0.36683237371473687,0.6590908711442107,0.1328125,0.3082385773354388",2,3,2,False,False,False,False,False,False,12/05/2021
894,1,SSWI000000018596836,A,B,C,animal,animal,animal,0.81982421875,0.79638671875,0.67724609375,"0.19531248840517548,0.5783025399529825,0.15660510309561407,0.39169033247649127","0.2201704413695176,0.5969459742398248,0.16938919716692985,0.40127837114421067","0.23619495264302634,0.5834516855721054,0.19238280090517548,0.37144887628526313",1,1,1,False,False,False,False,False,False,12/05/2021
895,1,SSWI000000018597779,A,B,C,animal,animal,"animal,animal",0.78759765625,0.66259765625,"0.68701171875,0.298583984375","0.8771306649529825,0.5855823737147369,0.13068183504701747,0.09375","0.7769886005250879,0.5944602061912282,0.10369311857368446,0.109375","0.7654474136677194,0.59765625,0.07705966752350873,0.1171875;0.19624466591692985,0.8309659175235088,0.07839133311912282,0.056818164952982524",1,1,2,False,False,False,False,False,False,12/05/2021
896,1,SSWI000000018605235,A,B,C,animal,animal,"animal,animal",0.89013671875,0.8916015625,"0.900390625,0.302001953125","0.87890625,0.8240411868573685,0.2421875,0.35191762628526313","0.8913352061912282,0.8227982912382457,0.2173295876175437,0.35440341752350873","0.8345170412382457,0.8806817886677194,0.33096591752350873,0.2357954123824563;0.6321022474294737,0.7357954355721054,0.09801132990596505,0.11079545876175437",1,1,2,False,False,False,False,False,False,12/05/2021
897,1,SSWI000000018607279,A,B,C,animal,animal,animal,0.837890625,0.888671875,0.8935546875,"0.08194246842868422,0.6793323737147369,0.16388493685736844,0.28622158247649127","0.31924715592868425,0.6594459974294737,0.29900568814263156,0.3188919948589476","0.4556107912382456,0.6656604987147369,0.33380683504701747,0.29794033247649127",1,1,1,False,False,False,False,False,False,12/05/2021
898,1,SSWI000000018607291,A,B,C,"animal,animal",animal,animal,"0.736328125,0.76953125",0.36767578125,0.76513671875,"0.921875,0.5241477061912282,0.12926132990596503,0.3039772474294738;0.640624976810351,0.5553977061912282,0.17258520619122816,0.14488632990596503","0.46803977061912283,0.5639204355721054,0.0901988762852631,0.1697442886677194","0.9318181649529825,0.5333806649529825,0.13636367009403497,0.2720169948589476",2,1,1,False,False,False,False,False,False,12/05/2021
899,1,SSWI000000018607391,A,B,C,animal,,animal,0.37744140625,,0.260986328125,"0.7428977293808772,0.5326704355721054,0.2230113762852631,0.16690337114421067",,"0.5436789561912282,0.5916192886677194,0.18963066495298253,0.19815341752350873",1,0,1,False,True,False,False,False,False,12/05/2021
900,1,SSWI000000018607440,A,B,C,animal,animal,animal,0.828125,0.814453125,0.81103515625,"0.34659090592868425,0.5767045180485966,0.18750002318964903,0.14985795876175437","0.2972301030956141,0.5713778092868422,0.12784091752350873,0.14701704123824563","0.29474431185736844,0.5752840824764912,0.13032670876175437,0.15056816495298253",1,1,1,False,False,False,False,False,False,12/05/2021
901,1,SSWI000000018607538,A,B,C,"animal,animal","animal,animal","animal,animal","0.85205078125,0.84912109375","0.78759765625,0.8408203125","0.81884765625,0.85595703125","0.21044921295258773,0.5799005386677194,0.17214132152429829,0.12997158247649127;0.4635120728095614,0.5614346443338597,0.2292258543808772,0.13991479380877184","0.1416237520954167,0.5887783943338597,0.11874111952390352,0.1306817886677194;0.5305397706191228,0.5411931649529825,0.22017045876175437,0.17755683504701747","0.13993696891065788,0.5912641855721054,0.12140447970219297,0.14275571133228057;0.5326704587617543,0.5358664561912282,0.2109375,0.19176132990596503",2,2,2,False,False,False,False,False,False,12/05/2021
902,1,SSWI000000018607539,A,B,C,"animal,animal","animal,animal","animal,animal,animal","0.86279296875,0.78857421875","0.849609375,0.8408203125","0.80078125,0.849609375,0.849609375","0.22638493685736844,0.5759943118573685,0.17578125,0.15767045876175437;0.7088067886677194,0.5308948737147369,0.21448857733543883,0.1889204123824563","0.7027698505250879,0.5284090592868422,0.19531245362070193,0.18607954123824563;0.1876775573452193,0.5806107680485966,0.25887784407131575,0.13423295876175437","0.26065340592868425,0.5795454355721054,0.1257102293808772,0.13565337114421067;0.6999289561912282,0.5294744149529825,0.1967329123824563,0.1882102525705262;0.10513582780368422,0.5841619149529825,0.17999821810736844,0.11576708761754369",2,2,3,False,False,False,False,False,False,12/05/2021
903,1,SSWI000000018612961,A,B,C,"animal,animal","animal,animal",animal,"0.83837890625,0.87353515625","0.80322265625,0.74853515625",0.8330078125,"0.7642045412382457,0.7223011005250879,0.46590908247649127,0.5369317886677194;0.10458095838233693,0.8330965592868422,0.19886362190304557,0.33096587114421067","0.8678977061912282,0.7002840824764912,0.26278408247649127,0.5198863299059651;0.1022727206847588,0.7496448737147369,0.1892755560599562,0.5007102525705263","0.10919743468333885,0.7333096443338597,0.20383521053928735,0.5333807113322806",2,2,1,False,False,False,False,False,False,12/05/2021
904,1,SSWI000000018613082,A,B,C,"animal,animal",animal,animal,"0.90625,0.78955078125",0.724609375,0.673828125,"0.28755326256563596,0.7691761237147369,0.5598366398217105,0.4602272474294738;0.7922585206191228,0.799183228095614,0.4154829587617544,0.34339487371473687","0.2457386237147369,0.754261353095614,0.4914772474294738,0.4431817886677194","0.21040483376175437,0.7627840592868422,0.42080966752350873,0.42613637628526313",2,1,1,False,False,False,False,False,False,12/05/2021
905,1,SSWI000000018613181,A,B,C,animal,animal,"animal,animal",0.638671875,0.69873046875,"0.4052734375,0.58203125","0.703125,0.7162642087617543,0.59375,0.5674715824764912","0.715198853095614,0.8110795180485966,0.5639204587617543,0.37073862371473687","0.10293856634557429,0.8416192886677194,0.2017933260706058,0.25284091752350873;0.7808948737147369,0.7302911636677194,0.4382102525705262,0.5365766623824563",1,1,2,False,False,False,False,False,False,12/05/2021
906,1,SSWI000000018613228,A,B,C,"animal,animal","animal,animal","animal,animal","0.89208984375,0.84228515625","0.78564453125,0.7734375","0.703125,0.81591796875","0.11843039772521399,0.7919033943338597,0.23579545454957201,0.40909087114421067;0.5903764162382457,0.6605113415007896,0.5635653324764912,0.6775568118573685","0.6099076546434211,0.6511008195964036,0.6068891855721054,0.6949573505250879;0.14026988530956142,0.7713067886677194,0.28053977061912283,0.38778408247649127","0.1310369286538982,0.7476917487147369,0.26100851640694045,0.4165483376175437;0.6212713015478071,0.65625,0.632457396904386,0.6875",2,2,2,False,False,False,False,False,False,12/05/2021
907,1,SSWI000000018613390,A,B,C,"animal,animal",animal,animal,"0.51611328125,0.79052734375",0.912109375,0.908203125,"0.3138316568994957,0.7073863299059651,0.61239342848943,0.5823863299059651;0.656605103095614,0.5912641855721054,0.31605112371473687,0.3572442886677194","0.30060368685736844,0.7670454355721054,0.6012073737147369,0.46448862371473687","0.28870737371473687,0.7705965592868422,0.5774147474294737,0.45738637628526313",2,1,1,False,False,False,False,False,False,12/05/2021
908,1,SSWI000000018613392,A,B,C,animal,,,0.908203125,,,"0.76953125,0.7263849368573685,0.4609375,0.5415482912382457",,,1,0,0,False,True,True,False,False,False,12/05/2021
909,1,SSWI000000018613452,A,B,C,animal,animal,animal,0.44140625,0.5859375,0.53076171875,"0.9524147474294737,0.752308228095614,0.09517050514105244,0.49538354380877186","0.9698153324764912,0.8016689961442107,0.060369335047017476,0.3824573273354388","0.9705255386677194,0.7933238299059651,0.05894892266456117,0.40056816495298253",1,1,1,False,False,False,False,False,False,12/05/2021
910,1,SSWI000000018625714,A,B,C,animal,animal,animal,0.9365234375,0.6337890625,0.54248046875,"0.4912997154479331,0.5158025558958662,0.9549005691041338,0.9683948882082676","0.3285688877468051,0.6764026978095614,0.6496803894593723,0.6471946043808772","0.6399147474294737,0.8707386005250879,0.17755683504701747,0.2556817886677194",1,1,1,False,False,False,False,False,False,12/05/2021
911,1,SSWI000000018625721,A,B,C,,animal,animal,,0.93310546875,0.72607421875,,"0.49840195490596506,0.5078125,0.9889914098119301,0.984375","0.8018465592868422,0.6033380386677194,0.39346587114421067,0.7805397474294737",0,1,1,True,False,False,False,False,False,12/05/2021
912,1,SSWI000000018630391,A,B,C,"animal,animal",,,"0.51171875,0.68310546875",,,"0.8863636237147369,0.9556107912382457,0.22159091752350873,0.08877841752350873;0.24467329123824563,0.9240056649529825,0.48934658247649127,0.15198867009403497",,,2,0,0,False,True,True,False,False,False,12/05/2021
913,1,SSWI000000018640460,A,B,C,animal,animal,animal,0.71923828125,0.779296875,0.81396484375,"0.33362924871473687,0.6349431649529825,0.13103691495298253,0.22159091752350873","0.3252840708816667,0.6864346211442107,0.11647727061912282,0.2492897474294738","0.29616477061912283,0.6999289561912282,0.1832386237147369,0.25497158247649127",1,1,1,False,False,False,False,False,False,12/05/2021
914,1,SSWI000000018649810,A,B,C,"animal,animal",animal,animal,"0.64208984375,0.6044921875",0.591796875,0.62109375,"0.48508520619122814,0.660156226810351,0.12215908247649127,0.10369321133228059;0.8103692886677194,0.33753549871473687,0.08096591752350873,0.08487216752350873","0.8103692886677194,0.33913352061912283,0.08522724742947378,0.09090908247649127","0.8096590360971931,0.3401988530956141,0.08522724742947378,0.09232954123824563",2,1,1,False,False,False,False,False,False,12/05/2021
915,1,SSWI000000018651996,A,B,C,animal,animal,animal,0.8427734375,0.87158203125,0.72265625,"0.17613635309561407,0.8174715592868422,0.35227270619122814,0.3565340360971932","0.7663352293808772,0.7784090824764912,0.4673295412382456,0.4389205051410524","0.9453125,0.7372158711442107,0.109375,0.38778408247649127",1,1,1,False,False,False,False,False,False,12/05/2021
916,1,SSWI000000018654899,A,B,C,animal,,"animal,animal",0.85302734375,,"0.6962890625,0.728515625","0.9240056649529825,0.8781960206191228,0.15198867009403497,0.24360795876175437",,"0.6189630386677194,0.718749976810351,0.13068183504701747,0.11789770619122815;0.8444601830015791,0.71484375,0.1363636237147369,0.12855117009403497",1,0,2,False,True,False,False,False,False,12/05/2021
917,1,SSWI000000018655692,A,B,C,animal,"animal,animal","animal,animal,animal",0.87158203125,"0.53076171875,0.73486328125","0.4140625,0.728515625,0.763671875","0.31631746842868425,0.4683061037382456,0.4241832280956141,0.37588779252350873","0.27956320232171056,0.6633522474294737,0.2945667603095614,0.2272727525705262;0.3274147590242983,0.513671851810351,0.4481533943338597,0.44424712114421067","0.1798650573452193,0.4114879155956141,0.1168323853095614,0.21821733376175437;0.35475852061912283,0.6878550799059651,0.3373579587617544,0.20951699485894756;0.421875,0.4730113530956141,0.2421875,0.44602270619122814",1,2,3,False,False,False,False,False,False,12/05/2021
918,1,SSWI000000018659153,A,B,C,"animal,animal",animal,"animal,animal","0.5732421875,0.556640625",0.59521484375,"0.27001953125,0.6357421875","0.32191049871473687,0.7679332049059651,0.13387783247649127,0.08771308504701748;0.8913351598119301,0.6633522474294737,0.125,0.11434658247649127","0.32137783247649127,0.7677556417633334,0.13494316495298253,0.08664770619122815","0.3364701662382456,0.6395596443338597,0.15518466752350873,0.11008520619122815;0.32368606057210536,0.7658025167633334,0.1345880386677194,0.08487212114421068",2,1,2,False,False,False,False,False,False,12/05/2021
919,1,SSWI000000018696587,A,B,C,"animal,animal",animal,"animal,animal","0.8720703125,0.8681640625",0.8857421875,"0.865234375,0.88818359375","0.41876773776254395,0.631214478095614,0.15607243685736844,0.1949573737147369;0.6447087667633334,0.5170454471669299,0.16654829123824563,0.2855113530956141","0.46138138466692985,0.5772371842868422,0.31445314818964903,0.3568892087617544","0.24090020779780705,0.6736505618573685,0.2184836668808772,0.1839488762852631;0.41406248840517546,0.5738636005250879,0.24360793557210533,0.33948862371473687",2,1,2,False,False,False,False,False,False,12/05/2021
920,1,SSWI000000018697848,A,B,C,"animal,animal","animal,animal",animal,"0.84619140625,0.8671875","0.5830078125,0.85986328125",0.85791015625,"0.49183237371473687,0.6107954355721054,0.203125,0.1384942886677194;0.7492897474294737,0.5962357912382457,0.20880683504701747,0.16903408247649127","0.4126420412382456,0.6086647706191228,0.1484375,0.12357954123824563;0.6452414561912282,0.6136363299059651,0.2024147474294738,0.14559658247649127","0.6111505618573685,0.6129261237147369,0.2151988762852631,0.1477272474294738",2,2,1,False,False,False,False,False,False,12/05/2021
921,1,SSWI000000018716133,A,B,C,"animal,animal","animal,animal","animal,animal","0.85791015625,0.75634765625","0.74658203125,0.77197265625","0.72998046875,0.751953125","0.06258877785734855,0.8842329587617543,0.12215908990442571,0.2272727525705262;0.2743252693338597,0.9360795412382457,0.08309658247649127,0.12784091752350873","0.061700992218266866,0.8671874536207019,0.11985084803995753,0.26278408247649127;0.27432528092868425,0.9367897474294737,0.08274147938087718,0.12642050514105244","0.059059832958464925,0.8664772474294737,0.11518997841692985,0.26136367009403494;0.27485794716692985,0.9353692886677194,0.08380681185736845,0.12784091752350873",2,2,2,False,False,False,False,False,False,12/05/2021
922,1,SSWI000000018717329,A,B,C,animal,animal,animal,0.84814453125,0.84912109375,0.26611328125,"0.46590908247649127,0.6963778324764912,0.19318183504701747,0.12428974742947378","0.9119317886677194,0.7116477061912282,0.17613642266456117,0.11221591752350873","0.9886363299059651,0.7173295180485966,0.02272734018806991,0.06818178866771941",1,1,1,False,False,False,False,False,False,12/05/2021
923,1,SSWI000000018720931,A,B,C,animal,,,0.84814453125,,,"0.2700639162382456,0.7892400399529825,0.5401278324764912,0.37890625",,,1,0,0,False,True,True,False,False,False,12/05/2021
924,1,SSWI000000018738633,A,B,C,animal,animal,animal,0.8125,0.64453125,0.7685546875,"0.34046518621473687,0.6880326662382457,0.18057529252350873,0.11541191495298252","0.43110794716692985,0.7049005618573685,0.1768466056661403,0.15696020619122816","0.4495738530956141,0.7166193118573685,0.1370738762852631,0.1292613762852631",1,1,1,False,False,False,False,False,False,12/05/2021
925,1,SSWI000000018741710,A,B,C,animal,animal,,0.76953125,0.63134765625,,"0.4673295296434211,0.593749976810351,0.2017045180485966,0.11860795876175437","0.281427551547807,0.5518465824764912,0.19708806185736844,0.1491477525705262",,1,1,0,False,False,True,False,False,False,12/05/2021
926,1,SSWI000000018743838,A,B,C,"animal,animal,animal","animal,animal,animal","animal,animal,animal","0.445068359375,0.497314453125,0.60498046875","0.409912109375,0.83837890625,0.338623046875","0.72900390625,0.84521484375,0.350830078125","0.8061079123824563,0.38911574807210536,0.20738632990596503,0.1734729987147369;0.9701704587617543,0.7968749536207019,0.05965908247649126,0.3508522474294738;0.6416903324764912,0.5738636237147369,0.08025566495298252,0.16122158247649127","0.36896306185736844,0.5181107680485966,0.16264204123824563,0.12642045876175437;0.9208096675235088,0.7810724368573685,0.15838066495298253,0.33984379637929807;0.804687476810351,0.3905362068338597,0.2073863762852631,0.17631391623824563","0.14857065786344303,0.4992897474294738,0.152432514179079,0.11221591752350873;0.8884942886677194,0.7372158943338597,0.16051142266456117,0.3068182113322806;0.8039772706191228,0.38849430026254395,0.20454545876175437,0.17187497681035097",3,3,3,False,False,False,False,False,False,12/05/2021
927,1,SSWI000000018750868,A,B,C,"animal,animal",animal,animal,"0.5625,0.55029296875",0.66357421875,0.71875,"0.5049715592868422,0.7658025399529825,0.13423295876175437,0.28941757990596506;0.09175248367083472,0.8785511237147369,0.18084161513482183,0.2428977525705262","0.49928977061912283,0.796874976810351,0.1441761237147369,0.3579545412382456","0.49751418557210536,0.7450283943338597,0.13210229380877184,0.23721587114421067",2,1,1,False,False,False,False,False,False,12/05/2021
928,1,SSWI000000018762864,A,B,C,"animal,animal,animal","animal,animal","animal,animal,animal","0.62109375,0.25146484375,0.32568359375","0.6787109375,0.58447265625","0.56591796875,0.29296875,0.63134765625","0.3725142087617544,0.798828101810351,0.10440341752350873,0.1722301262852631;0.5639204355721054,0.7423650167633334,0.17400571133228057,0.18430395619122816;0.041748046875,0.6196732912382457,0.08349609375,0.31463066495298253","0.5557528092868422,0.7535511005250879,0.19673295876175437,0.18892045876175437;0.37322441495298253,0.796875,0.10085224742947378,0.171875","0.3735795296434211,0.7990056881426315,0.10298293557210533,0.17897729380877184;0.052290482429566715,0.6740056649529825,0.10369318075998939,0.46448867009403494;0.5578834974294737,0.7549715824764912,0.20099433504701747,0.18892050514105244",3,2,3,False,False,False,False,False,False,12/05/2021
929,1,SSWI000000018769313,A,B,C,animal,animal,animal,0.86962890625,0.8662109375,0.8515625,"0.5142045412382457,0.8588423105721054,0.16974433504701747,0.28089487371473687","0.6145241224294737,0.8423295180485966,0.23544033247649127,0.30823862371473687","0.7457386237147369,0.8196022474294737,0.3835227525705262,0.34801132990596506",1,1,1,False,False,False,False,False,False,12/05/2021
930,1,SSWI000000018769551,A,B,C,animal,animal,animal,0.55322265625,0.62158203125,0.599609375,"0.5021306881426315,0.3749999884051755,0.09232954123824563,0.10085227061912282","0.5088778324764912,0.37677555026254395,0.109375,0.09943181185736845","0.5085227061912282,0.37677556185736844,0.11789775257052622,0.10014204123824563",1,1,1,False,False,False,False,False,False,12/05/2021
931,1,SSWI000000018770912,A,B,C,animal,"animal,animal","animal,animal",0.66796875,"0.3642578125,0.79248046875","0.52197265625,0.82080078125","0.8593749768103509,0.7778764162382457,0.1761363762852631,0.1587358376175437","0.8536931649529825,0.7762783943338597,0.18323867009403497,0.1605113762852631;0.21111503995298253,0.37011717010776324,0.42223007990596506,0.45578831959640365","0.8536931649529825,0.7734375,0.18181816495298253,0.15198867009403497;0.28125,0.38734018041732465,0.5625,0.4810013814537721",1,2,2,False,False,False,False,False,False,12/05/2021
932,1,SSWI000000018770932,A,B,C,animal,animal,animal,0.8486328125,0.8232421875,0.77783203125,"0.18927556185736844,0.3831676030956141,0.37855112371473687,0.7663352061912282","0.37038352061912283,0.40234373550646935,0.7407670412382457,0.6441761063225001","0.4467329587617544,0.42853336855995616,0.7528409175235088,0.6003195927860526",1,1,1,False,False,False,False,False,False,12/05/2021
933,1,SSWI000000018771001,A,B,C,animal,,,0.86767578125,,,"0.21706320177820315,0.4680397474294738,0.4295099263495587,0.4758522474294738",,,1,0,0,False,True,True,False,False,False,12/05/2021
934,1,SSWI000000018771016,A,B,C,animal,animal,animal,0.6005859375,0.58642578125,0.6875,"0.0925958780260434,0.5340908827390352,0.1823508470435273,0.32031247681035097","0.09781161086537556,0.5656960206191228,0.17795631950749452,0.26633520619122814","0.1034268412999469,0.47736148776254395,0.20401277359133432,0.4259587667633335",1,1,1,False,False,False,False,False,False,12/05/2021
935,1,SSWI000000018771025,A,B,C,animal,animal,animal,0.806640625,0.8896484375,0.88818359375,"0.82421875,0.37428976482171056,0.3515625,0.4616477177860527","0.7791193118573685,0.37357952384600884,0.44176137628526313,0.4566761121199124","0.7784090824764912,0.37366831121473687,0.44318183504701747,0.46004970747649127",1,1,1,False,False,False,False,False,False,12/05/2021
936,1,SSWI000000018771033,A,B,C,animal,,,0.876953125,,,"0.196022716721684,0.3824573621199124,0.39062497893908826,0.31392043557210536",,,1,0,0,False,True,True,False,False,False,12/05/2021
937,1,SSWI000000018771043,A,B,C,animal,animal,animal,0.8515625,0.84912109375,0.81494140625,"0.6086647358346493,0.33069955541732465,0.4928976830015791,0.4067826314537721","0.21262428970684757,0.38636362371473687,0.4185014205863048,0.35582382990596506","0.12091618685736845,0.39266689497649127,0.2418323737147369,0.349609375",1,1,1,False,False,False,False,False,False,12/05/2021
938,1,SSWI000000018771052,A,B,C,"animal,animal","animal,animal","animal,animal","0.85302734375,0.87744140625","0.45556640625,0.912109375","0.439697265625,0.9091796875","0.2995383480512806,0.43359373260776324,0.5983664688504213,0.5504261121199123;0.7769886005250879,0.33700283247649127,0.18181811857368446,0.39559658247649127","0.05158025198998241,0.33806818814263156,0.10280539035389488,0.2592329587617544;0.506303242274693,0.4062499884051755,0.687677505168509,0.566761353095614","0.05346679582195441,0.3291015509051755,0.1064896995943368,0.28639914561912283;0.5361328009051755,0.39905893621473687,0.6095525631426315,0.5754616224294737",2,2,2,False,False,False,False,False,False,12/05/2021
939,1,SSWI000000018771074,A,B,C,,animal,animal,,0.34521484375,0.27978515625,,"0.23064630154780705,0.252130676547807,0.08416193814263155,0.07492897938087718","0.2322443176547807,0.25301845747649127,0.0823863646904386,0.07244316495298252",0,1,1,True,False,False,False,False,False,12/05/2021
940,1,SSWI000000018771088,A,B,C,animal,animal,animal,0.9267578125,0.85205078125,0.9208984375,"0.2972301030956141,0.5131392044136952,0.5944602061912282,0.9737215911726096","0.36434658247649127,0.5152698853095614,0.7130681649529825,0.9694602293808772","0.40625,0.5145596588273903,0.8125,0.9083806823452193",1,1,1,False,False,False,False,False,False,12/05/2021
941,1,SSWI000000018771093,A,B,C,animal,animal,animal,0.93994140625,0.9482421875,0.91943359375,"0.4678622103751974,0.5090553977931525,0.8398437442025878,0.9818892044136952","0.3381569496041736,0.511363636034238,0.6688565131741092,0.9772727279315241","0.27663352061912283,0.5065696022068475,0.5532670412382457,0.9868607955863048",1,1,1,False,False,False,False,False,False,12/05/2021
942,1,SSWI000000018774997,A,B,C,animal,animal,animal,0.8232421875,0.88671875,0.8837890625,"0.3359374942025877,0.9055397474294737,0.416193176547807,0.18892050514105244","0.35458095747649127,0.8781960206191228,0.12322441495298252,0.24360795876175437","0.34827768621473687,0.8686079355721054,0.15713779252350873,0.26278412885578933",1,1,1,False,False,False,False,False,False,12/05/2021
943,1,SSWI000000018774998,A,B,C,,,,,,,,,,0,0,0,True,True,True,False,False,False,12/05/2021
944,1,SSWI000000018775017,A,B,C,,,,,,,,,,0,0,0,True,True,True,False,False,False,12/05/2021
945,1,SSWI000000018796048,A,B,C,"animal,animal",animal,animal,"0.311279296875,0.72216796875",0.6220703125,0.7880859375,"0.16765802029780705,0.5568181881426315,0.2513316655956141,0.18607954123824563;0.42151987371473687,0.5152698737147369,0.1328125,0.12713066495298253","0.3791725715242983,0.5564630386677194,0.20472302190438593,0.13778408247649127","0.41583805026254395,0.5525567886677194,0.27840905928684223,0.19744316495298253",2,1,1,False,False,False,False,False,False,12/05/2021
